,Mes,temperature_2m_max,temperature_2m_min,precipitation_sum,winddirection_10m_dominant,SEREMI
127,2024-08,15.619354838709675,4.190322580645161,153.4,202.67741935483872,Valparaíso San Antonio
128,2024-09,18.53,5.426666666666667,12.0,215.16666666666663,Valparaíso San Antonio
129,2024-10,19.874193548387098,8.358064516129033,15.6,273.38709677419354,Valparaíso San Antonio
130,2024-11,24.633333333333333,9.683333333333334,2.5,227.8,Valparaíso San Antonio
131,2024-12,23.641935483870967,11.180645161290323,0.0,260.7741935483871,Valparaíso San Antonio
132,2025-01,25.432258064516127,12.783870967741937,0.3,279.5483870967742,Valparaíso San Antonio
133,2025-02,24.29642857142857,11.75,0.5,295.8928571428572,Valparaíso San Antonio
0,2014-01,28.74516129032258,13.90967741935484,7.5,249.06451612903223,Del Maule
1,2014-02,27.65357142857143,12.892857142857142,1.1,242.2142857142857,Del Maule
2,2014-03,25.206451612903223,11.238709677419354,31.3,236.80645161290323,Del Maule
3,2014-04,19.58333333333333,7.076666666666667,17.3,209.66666666666663,Del Maule
4,2014-05,15.748387096774191,6.780645161290322,186.0,137.6451612903226,Del Maule
5,2014-06,12.416666666666666,4.303333333333333,276.5,102.93333333333334,Del Maule
6,2014-07,12.638709677419357,3.403225806451613,175.6,128.29032258064515,Del Maule
7,2014-08,15.061290322580644,4.680645161290323,173.0,151.29032258064515,Del Maule
8,2014-09,15.596666666666666,6.12,157.8,198.56666666666663,Del Maule
9,2014-10,21.04516129032258,7.751612903225807,22.7,240.1935483870968,Del Maule
10,2014-11,23.83333333333333,9.106666666666666,14.0,226.8,Del Maule
11,2014-12,26.40967741935484,12.01290322580645,24.0,242.03225806451613,Del Maule
12,2015-01,29.93870967741936,14.37741935483871,0.2,230.29032258064515,Del Maule
13,2015-02,28.70357142857143,14.232142857142858,1.2,244.03571428571428,Del Maule
14,2015-03,27.72903225806452,12.796774193548387,9.3,227.83870967741936,Del Maule
15,2015-04,23.02,9.513333333333332,21.0,216.4333333333333,Del Maule
16,2015-05,17.016129032258064,6.019354838709678,47.9,157.83870967741936,Del Maule
17,2015-06,14.153333333333334,4.116666666666666,133.0,146.3,Del Maule
18,2015-07,12.52258064516129,3.9967741935483874,307.0,110.6774193548387,Del Maule
19,2015-08,14.196774193548388,5.4,344.5,110.06451612903226,Del Maule
20,2015-09,15.566666666666666,4.946666666666667,127.1,166.03333333333333,Del Maule
21,2015-10,17.23548387096774,5.958064516129032,140.6,201.06451612903223,Del Maule
22,2015-11,22.1,9.176666666666668,9.6,244.76666666666668,Del Maule
23,2015-12,27.238709677419354,11.86774193548387,1.7000000000000002,239.7741935483871,Del Maule
24,2016-01,28.348387096774196,14.641935483870968,11.2,271.48387096774195,Del Maule
25,2016-02,29.22142857142857,14.082142857142856,1.5,242.32142857142856,Del Maule
26,2016-03,27.154838709677417,12.82258064516129,0.2,228.7741935483871,Del Maule
27,2016-04,18.73,8.983333333333333,207.6,192.26666666666668,Del Maule
28,2016-05,16.583870967741937,8.51290322580645,84.6,122.7741935483871,Del Maule
29,2016-06,13.303333333333336,3.62,19.9,157.7,Del Maule
30,2016-07,12.916129032258064,4.012903225806451,206.8,132.03225806451613,Del Maule
31,2016-08,15.451612903225806,4.6,63.8,210.4193548387097,Del Maule
32,2016-09,19.58,5.8933333333333335,19.8,213.03333333333333,Del Maule
33,2016-10,20.406451612903226,7.919354838709677,108.5,216.93548387096772,Del Maule
34,2016-11,26.01,10.633333333333333,8.399999999999999,236.86666666666667,Del Maule
35,2016-12,26.93870967741936,12.329032258064515,29.6,252.03225806451613,Del Maule
36,2017-01,30.570967741935483,15.158064516129032,4.4,220.70967741935485,Del Maule
37,2017-02,28.792857142857144,15.210714285714284,2.5,261.57142857142856,Del Maule
38,2017-03,25.75483870967742,12.138709677419357,1.9,247.51612903225808,Del Maule
39,2017-04,20.02,8.96,52.7,223.76666666666668,Del Maule
40,2017-05,14.003225806451614,5.858064516129032,124.9,133.19354838709677,Del Maule
41,2017-06,11.686666666666667,4.069999999999999,239.2,118.5,Del Maule
42,2017-07,11.296774193548387,2.3225806451612905,77.7,150.51612903225808,Del Maule
43,2017-08,12.158064516129032,3.870967741935484,173.1,126.09677419354838,Del Maule
44,2017-09,15.033333333333331,5.026666666666667,70.19999999999999,212.66666666666663,Del Maule
45,2017-10,17.348387096774193,6.380645161290323,34.6,251.93548387096772,Del Maule
46,2017-11,23.2,10.196666666666664,49.0,210.9333333333333,Del Maule
47,2017-12,27.538709677419355,12.98709677419355,0.5,239.38709677419357,Del Maule
48,2018-01,28.516129032258064,14.158064516129032,2.3,249.96774193548387,Del Maule
49,2018-02,28.735714285714288,14.257142857142856,6.1,254.9642857142857,Del Maule
50,2018-03,24.538709677419355,11.306451612903226,29.1,241.67741935483872,Del Maule
51,2018-04,18.73,8.223333333333334,44.4,225.06666666666663,Del Maule
