Mes,temperature_2m_max,temperature_2m_min,precipitation_sum,winddirection_10m_dominant,SEREMI
2014-01,10.56129032,5.864516129,68.4,277.4516129,Magallanes
2014-02,12.02142857,7.053571429,53.7,279.9285714,Magallanes
2014-03,10.12580645,5.222580645,80.5,271.8709677,Magallanes
2014-04,9.39,4.57,36.6,232.1666667,Magallanes
2014-05,6.370967742,2.55483871,23.7,226.0967742,Magallanes
2014-06,4.396666667,0.66,84.2,258.6,Magallanes
2014-07,3.777419355,0.058064516,31.9,219.8709677,Magallanes
2014-08,5.183870968,1.525806452,63.5,217.8064516,Magallanes
2014-09,6.596666667,2.193333333,53.6,212.5666667,Magallanes
2014-10,8.535483871,2.761290323,35.5,268.5806452,Magallanes
2014-11,9.236666667,4.246666667,89.7,273,Magallanes
2014-12,10.9483871,5.751612903,95,261.2903226,Magallanes
2015-01,12.27741935,6.867741935,33.7,270.8387097,Magallanes
2015-02,12.14285714,7.1,36.9,278.8928571,Magallanes
2015-03,11.56129032,6.393548387,92.1,268.8387097,Magallanes
2015-04,9.093333333,4.446666667,57.9,249.9,Magallanes
2015-05,5.935483871,2.541935484,100,198.8709677,Magallanes
2015-06,3.943333333,1.15,92.8,238.7333333,Magallanes
2015-07,3.032258065,-0.138709677,98.4,232.9677419,Magallanes
2015-08,4.180645161,0.509677419,59.8,227.4516129,Magallanes
2015-09,5.266666667,1.12,46,241.7666667,Magallanes
2015-10,8.925806452,2.803225806,24.2,220.7741935,Magallanes
2015-11,9.626666667,4.63,44.3,270.5333333,Magallanes
2015-12,11.2,5.090322581,26,265.1612903,Magallanes
2016-01,13.53225806,7.261290323,18.5,258.8064516,Magallanes
2016-02,12.77142857,7.042857143,56.6,271.3571429,Magallanes
2016-03,12.67741935,7.25483871,50.2,269.8387097,Magallanes
2016-04,7.996666667,3.6,30.2,248.6,Magallanes
2016-05,6.380645161,2.480645161,7.2,192.9032258,Magallanes
2016-06,6.716666667,3.636666667,60.6,277.7,Magallanes
2016-07,4.451612903,0.938709677,37.6,203.3225806,Magallanes
2016-08,4.751612903,0.048387097,42,239.516129,Magallanes
2016-09,8.806666667,3.353333333,9.2,254.8666667,Magallanes
2016-10,10.13870968,4.14516129,30.4,244.8387097,Magallanes
2016-11,10.79333333,5.363333333,46.6,278.6666667,Magallanes
2016-12,11.56774194,6.206451613,65.9,270.5483871,Magallanes
2017-01,12.3516129,6.15483871,117.7,284.7419355,Magallanes
2017-02,13.77142857,7.125,93.6,291.9285714,Magallanes
2017-03,12.30967742,5.935483871,60.6,217,Magallanes
2017-04,9.763333333,3.96,75.7,255.1666667,Magallanes
2017-05,6.919354839,2.238709677,67.6,250.9032258,Magallanes
2017-06,3.023333333,-1.83,41.9,278.2666667,Magallanes
2017-07,5.483870968,1.45483871,65.4,270.3225806,Magallanes
2017-08,5.241935484,1.15483871,94.8,251.5483871,Magallanes
2017-09,6.616666667,1.463333333,77.9,270.0666667,Magallanes
2017-10,8.790322581,2.774193548,95.6,276.2903226,Magallanes
2017-11,11.21333333,4.7,101.9,250.3666667,Magallanes
2017-12,11.40645161,4.916129032,102.3,285.9677419,Magallanes
2018-01,13.35806452,7.406451613,103.4,288.5806452,Magallanes
2018-02,13.60714286,7.189285714,74.7,286.6785714,Magallanes
2018-03,10.3483871,4.729032258,88.7,295.1290323,Magallanes
2018-04,7.506666667,2.436666667,165.1,280.7666667,Magallanes
2018-05,5.8,1.635483871,66.8,237.1935484,Magallanes
2018-06,3.59,-0.61,60.7,258.3333333,Magallanes
2018-07,2.764516129,-1.632258065,44.7,252.4193548,Magallanes
2018-08,5.280645161,0.867741935,63.3,262.2580645,Magallanes
2018-09,6.166666667,0.146666667,66.4,258.2666667,Magallanes
2018-10,8.803225806,2.467741935,51.5,244.6774194,Magallanes
2018-11,10.84666667,4.17,74.8,291.1,Magallanes
2018-12,12.86451613,6.106451613,78,288.7096774,Magallanes
2019-01,11.53870968,5.467741935,65.7,282.7741935,Magallanes
2019-02,13.09642857,6.025,55.2,272.3214286,Magallanes
2019-03,12.07096774,6.741935484,84,271.9032258,Magallanes
2019-04,9.066666667,3.883333333,133.8,279.5666667,Magallanes
2019-05,7.429032258,2.593548387,78.3,270.1612903,Magallanes
2019-06,4.573333333,0.476666667,79.6,237.7,Magallanes
2019-07,4.574193548,0.922580645,111.2,209.4516129,Magallanes
2019-08,4.548387097,-0.219354839,61.4,250.4516129,Magallanes
2019-09,6.696666667,1.766666667,47.3,266.3,Magallanes
2019-10,8.877419355,2.735483871,54.5,274.3870968,Magallanes
2019-11,10.54,4.133333333,114.6,260.4,Magallanes
2019-12,12.74193548,6.65483871,113.3,286.4193548,Magallanes
2020-01,13.19677419,7.329032258,96.9,282.5483871,Magallanes
2020-02,14.13571429,7.389285714,82.5,262.5714286,Magallanes
2020-03,12.48064516,6.790322581,121.5,272.4516129,Magallanes
2020-04,10.36666667,4.886666667,42.1,273.2666667,Magallanes
2020-05,7.609677419,3.474193548,98.2,247.9032258,Magallanes
2020-06,3.56,-1.14,68.9,238.6666667,Magallanes
2020-07,1.674193548,-2.616129032,39.8,191.1290323,Magallanes
2020-08,3.732258065,-0.65483871,84.1,285.8709677,Magallanes
2020-09,6.61,1.81,59.9,280.5666667,Magallanes
2020-10,8.516129032,3.151612903,91.1,268.6774194,Magallanes
2020-11,11.83666667,5.76,89.6,277.6666667,Magallanes
2020-12,12.18064516,6.267741935,87.6,281.5483871,Magallanes
2021-01,12.83548387,6.803225806,86.3,278.8387097,Magallanes
2021-02,15.20357143,7.978571429,43.7,272.4285714,Magallanes
2021-03,12.11612903,5.703225806,114.9,282.3225806,Magallanes
2021-04,9.993333333,4.843333333,132.7,283.6666667,Magallanes
2021-05,6.777419355,2.964516129,24.3,237.0967742,Magallanes
2021-06,4.81,1.163333333,44.8,255.6333333,Magallanes
2021-07,4.258064516,0.851612903,95.9,280.8064516,Magallanes
2021-08,5.674193548,0.596774194,91.7,247.9032258,Magallanes
2021-09,8.176666667,2.65,50.2,285.1666667,Magallanes
2021-10,8.916129032,3.119354839,79.5,293.1935484,Magallanes
2021-11,10.96666667,4.58,70.2,278.4333333,Magallanes
2021-12,13.21612903,6.803225806,76.2,278.4516129,Magallanes
2022-01,13.23548387,6.187096774,61.9,277.0322581,Magallanes
2022-02,12.81785714,6.646428571,70.8,262.75,Magallanes
2022-03,10.93225806,4.987096774,73.1,277.9677419,Magallanes
2022-04,8.48,2.983333333,62.1,270.3333333,Magallanes
2022-05,7.019354839,3.341935484,70.7,256.2903226,Magallanes
2022-06,5.283333333,1.586666667,36.9,285.2333333,Magallanes
2022-07,2.458064516,-2.351612903,70.4,242.9354839,Magallanes
2022-08,4.822580645,0.529032258,78,245.516129,Magallanes
2022-09,7.44,2.003333333,45.2,293.6333333,Magallanes
2022-10,9.109677419,3.3,76.1,283.3225806,Magallanes
2022-11,12.74333333,5.85,33.9,284.6666667,Magallanes
2022-12,12.41935484,5.561290323,91.4,281.9032258,Magallanes
2023-01,14.6,7.503225806,56.2,291.6129032,Magallanes
2023-02,12.85357143,6.760714286,95.2,291.9285714,Magallanes
2023-03,9.019354839,3.558064516,107.8,289.8387097,Magallanes
2023-04,7.866666667,2.763333333,109.8,282,Magallanes
2023-05,7.141935484,2.75483871,93.1,285.9032258,Magallanes
2023-06,3.98,0.093333333,92,208.4666667,Magallanes
2023-07,2.016129032,-4.106451613,33.8,236.5806452,Magallanes
2023-08,3.261290323,-1.883870968,85.7,247.9677419,Magallanes
2023-09,5.17,-0.006666667,37.1,235.9666667,Magallanes
2023-10,7.725806452,2.658064516,72,282.1935484,Magallanes
2023-11,9.613333333,3.3,79.9,273.1666667,Magallanes
2023-12,12.17096774,5.167741935,44.8,277,Magallanes
2024-01,13.58064516,7.380645161,79,286,Magallanes
2024-02,14.05,7.485714286,113.2,254.0357143,Magallanes
2024-03,10.7483871,4.664516129,93.7,251.9354839,Magallanes
2024-04,8.31,3.353333333,94,277.9666667,Magallanes
2024-05,4.590322581,0.532258065,50.2,223.0322581,Magallanes
2024-06,1.136666667,-4.09,37.6,215,Magallanes
2024-07,4.351612903,0.132258065,90.3,268.4516129,Magallanes
2024-08,4.496774194,-0.219354839,79.9,233.516129,Magallanes
2024-09,5.156666667,0.763333333,73.4,289.8333333,Magallanes
2024-10,9.270967742,4.296774194,96.4,286.2903226,Magallanes
2024-11,11.73666667,4.733333333,109.4,258.5,Magallanes
2024-12,12.99677419,6.270967742,86.4,260.8064516,Magallanes
2025-01,14.27419355,7.519354839,110.8,273.7419355,Magallanes
2025-02,11.88571429,6.235714286,102.8,280,Magallanes
2014-01,28.90322581,15.70322581,0.4,245.6774194,Metropolitano Oriente
2014-02,27.79285714,14.29285714,7.8,242.9642857,Metropolitano Oriente
2014-03,26.88064516,13.55483871,1.6,239.0322581,Metropolitano Oriente
2014-04,23.35666667,8.996666667,0.1,217.0666667,Metropolitano Oriente
2014-05,18.95483871,5.55483871,19.2,177.0645161,Metropolitano Oriente
2014-06,14.62,1.526666667,113.1,138.7,Metropolitano Oriente
2014-07,15.30322581,2.564516129,65.4,157.9354839,Metropolitano Oriente
2014-08,17.87419355,3.158064516,70.1,173,Metropolitano Oriente
2014-09,16.63333333,5.906666667,99.2,219,Metropolitano Oriente
2014-10,22.56129032,9.667741935,14,235.516129,Metropolitano Oriente
2014-11,24.17,10.27666667,18.3,239.2333333,Metropolitano Oriente
2014-12,26.59354839,12.42580645,3.2,238.483871,Metropolitano Oriente
2015-01,30.11612903,16.49032258,0.2,244.6129032,Metropolitano Oriente
2015-02,28.97142857,16.075,4.9,245.9642857,Metropolitano Oriente
2015-03,28.62580645,15.37096774,3.9,237.7096774,Metropolitano Oriente
2015-04,25.83333333,10.77,0.1,209,Metropolitano Oriente
2015-05,20.80322581,6.370967742,2.2,177.4516129,Metropolitano Oriente
2015-06,18.45666667,3.533333333,1.1,156.7666667,Metropolitano Oriente
2015-07,15.41612903,2.75483871,68.7,145.9354839,Metropolitano Oriente
2015-08,16.27741935,4.890322581,153.4,165.2580645,Metropolitano Oriente
2015-09,18.00666667,5.446666667,99.4,191.7,Metropolitano Oriente
2015-10,18.23548387,7.216129032,113,235.483871,Metropolitano Oriente
2015-11,21.80333333,9.846666667,38.7,238.1,Metropolitano Oriente
2015-12,27.80967742,13.3483871,1.1,242.516129,Metropolitano Oriente
2016-01,28.60645161,15.9483871,11.2,240.4193548,Metropolitano Oriente
2016-02,30.34642857,16.87857143,0.5,242.0357143,Metropolitano Oriente
2016-03,28.46129032,15.14516129,0,234.0967742,Metropolitano Oriente
2016-04,20.19,10.01333333,213.8,203.7333333,Metropolitano Oriente
2016-05,18.3483871,6.912903226,56.7,144.3225806,Metropolitano Oriente
2016-06,16.34333333,2.17,65.7,136.2,Metropolitano Oriente
2016-07,15.40645161,3.148387097,121.8,147.1612903,Metropolitano Oriente
2016-08,18.31290323,4.087096774,4.9,185.516129,Metropolitano Oriente
2016-09,21.91333333,5.596666667,8,208.2666667,Metropolitano Oriente
2016-10,21.05483871,9.267741935,91.7,229.9677419,Metropolitano Oriente
2016-11,26.82666667,11.67,11.7,233.6666667,Metropolitano Oriente
2016-12,27.42903226,13.91612903,32.4,243.3548387,Metropolitano Oriente
2017-01,30.28709677,18.19677419,0.6,240.0967742,Metropolitano Oriente
2017-02,28.58928571,16.81071429,26.7,239.3214286,Metropolitano Oriente
2017-03,26.52580645,14.86129032,6.7,238.6451613,Metropolitano Oriente
2017-04,22.50666667,11.7,21.7,219.7666667,Metropolitano Oriente
2017-05,17.0483871,8.264516129,100.9,182.7741935,Metropolitano Oriente
2017-06,14.97666667,6.303333333,95.6,136.7,Metropolitano Oriente
2017-07,15.10645161,6.012903226,47.5,167.5483871,Metropolitano Oriente
2017-08,15.03548387,6.190322581,87.4,182.5483871,Metropolitano Oriente
2017-09,17.1,8.01,58.2,214.7333333,Metropolitano Oriente
2017-10,19.40322581,9.058064516,57.9,229.6129032,Metropolitano Oriente
2017-11,24.52666667,12.43,22.6,230.0333333,Metropolitano Oriente
2017-12,27.85806452,15.28709677,15.7,238.7096774,Metropolitano Oriente
2018-01,28.43870968,15.68387097,4.1,242.2580645,Metropolitano Oriente
2018-02,28.60714286,16.32857143,6.9,246.1428571,Metropolitano Oriente
2018-03,26.78064516,14.29354839,4.5,234.8387097,Metropolitano Oriente
2018-04,23.81333333,12.4,0.6,229.5666667,Metropolitano Oriente
2018-05,19.87096774,10.18064516,37.1,197.1612903,Metropolitano Oriente
2018-06,15.30666667,5.853333333,63.8,149.3666667,Metropolitano Oriente
2018-07,14.53225806,5.609677419,74.1,157.7096774,Metropolitano Oriente
2018-08,16.83225806,6.648387097,44.8,191.0322581,Metropolitano Oriente
2018-09,18.63333333,9.23,75.4,214.4666667,Metropolitano Oriente
2018-10,20.54516129,9.761290323,19.8,221.7419355,Metropolitano Oriente
2018-11,26.47,13.08333333,7,228.2333333,Metropolitano Oriente
2018-12,27.67419355,13.97096774,12.7,239.8064516,Metropolitano Oriente
2019-01,29.45806452,15.82903226,2.3,237.1935484,Metropolitano Oriente
2019-02,29.57142857,16.71428571,0.4,236.4285714,Metropolitano Oriente
2019-03,27.11290323,14.37096774,2.9,231.2258065,Metropolitano Oriente
2019-04,22.64333333,11.94666667,8.3,217.8333333,Metropolitano Oriente
2019-05,18.63225806,8.890322581,13.5,176.6129032,Metropolitano Oriente
2019-06,14.85666667,6.123333333,75.6,156.6333333,Metropolitano Oriente
2019-07,15.25806452,5.764516129,22.2,177.9032258,Metropolitano Oriente
2019-08,18.33225806,7.787096774,7.2,186.9354839,Metropolitano Oriente
2019-09,18.8,7.85,30,220.5333333,Metropolitano Oriente
2019-10,22.1516129,10.07419355,21,227.2258065,Metropolitano Oriente
2019-11,28.56666667,13.46333333,9.6,237.8666667,Metropolitano Oriente
2019-12,30.62258065,15.67741935,0.5,242.1612903,Metropolitano Oriente
2020-01,30.89032258,17.22258065,0,241.7741935,Metropolitano Oriente
2020-02,30.48928571,16.575,0,242.7857143,Metropolitano Oriente
2020-03,28.92903226,15.51612903,0,241.2258065,Metropolitano Oriente
2020-04,24.89666667,13.06666667,15.6,225.6666667,Metropolitano Oriente
2020-05,21.42258065,10.86129032,14.3,187.4193548,Metropolitano Oriente
2020-06,13.96666667,6.146666667,149.6,138,Metropolitano Oriente
2020-07,14.63225806,6.716129032,87.5,144.3870968,Metropolitano Oriente
2020-08,16.0516129,6.14516129,10.1,200.2903226,Metropolitano Oriente
2020-09,19.46666667,8.53,6.8,217.1,Metropolitano Oriente
2020-10,23.19677419,10.13548387,2.7,231.2903226,Metropolitano Oriente
2020-11,26.39666667,12.73,2,240.0666667,Metropolitano Oriente
2020-12,29.13548387,14.49032258,0.2,245.6451613,Metropolitano Oriente
2021-01,29.07419355,15.56129032,80.9,249.1935484,Metropolitano Oriente
2021-02,26.775,14.47857143,8.3,244.6428571,Metropolitano Oriente
2021-03,26.33548387,14,5.3,236.9354839,Metropolitano Oriente
2021-04,23.72,11.82666667,4.4,228.8,Metropolitano Oriente
2021-05,19.57419355,9.638709677,26,179.2580645,Metropolitano Oriente
2021-06,16.87666667,7.893333333,46.5,165,Metropolitano Oriente
2021-07,16.92580645,6.232258065,6.5,160.5806452,Metropolitano Oriente
2021-08,16.25483871,7.35483871,80.5,216,Metropolitano Oriente
2021-09,18.17,7.383333333,61.8,224.3,Metropolitano Oriente
2021-10,22.64516129,9.35483871,27.6,217.6451613,Metropolitano Oriente
2021-11,26.03333333,11.82333333,10.1,235.2666667,Metropolitano Oriente
2021-12,28.71290323,13.95806452,0.4,240.7419355,Metropolitano Oriente
2022-01,28.89677419,14.02903226,0.2,245.0967742,Metropolitano Oriente
2022-02,28.90357143,14.21428571,3.4,245.0714286,Metropolitano Oriente
2022-03,27.93225806,14.01612903,0,238.483871,Metropolitano Oriente
2022-04,23.23333333,11.27333333,45,235.3666667,Metropolitano Oriente
2022-05,18.56451613,8.864516129,0.2,189.3548387,Metropolitano Oriente
2022-06,14.82666667,6.44,45.1,180,Metropolitano Oriente
2022-07,13.27741935,4.412903226,140.5,147.7741935,Metropolitano Oriente
2022-08,16.34193548,6.825806452,49.9,194.8064516,Metropolitano Oriente
2022-09,17.33333333,6.946666667,47.8,206.6333333,Metropolitano Oriente
2022-10,22.17096774,9.490322581,15.9,221.3548387,Metropolitano Oriente
2022-11,26.84666667,12.89666667,22.7,233.6,Metropolitano Oriente
2022-12,30.16451613,15.66129032,13.3,240.5483871,Metropolitano Oriente
2023-01,29.68387097,15.41935484,0.1,241.0645161,Metropolitano Oriente
2023-02,32.03571429,17.5,0,245.4642857,Metropolitano Oriente
2023-03,30.2483871,15.96451613,0,242.2258065,Metropolitano Oriente
2023-04,24.92333333,13.23666667,52.9,237.9,Metropolitano Oriente
2023-05,19.50967742,9.932258065,22.3,172.6774194,Metropolitano Oriente
2023-06,17.04666667,8.7,119.2,146.6,Metropolitano Oriente
2023-07,16.68709677,7.693548387,43.2,151.3870968,Metropolitano Oriente
2023-08,17.71290323,8.383870968,159.4,190.7096774,Metropolitano Oriente
2023-09,16.87666667,8.526666667,69.4,215.8666667,Metropolitano Oriente
2023-10,20.36451613,9.151612903,33,228.2258065,Metropolitano Oriente
2023-11,22.93,10.56333333,31.1,231.6666667,Metropolitano Oriente
2023-12,28.20967742,13.4516129,0,236.6451613,Metropolitano Oriente
2024-01,31.00322581,16.36129032,0,243.0322581,Metropolitano Oriente
2024-02,31.24642857,17.09285714,12.9,237.75,Metropolitano Oriente
2024-03,29.40967742,16.15806452,1.4,236.0322581,Metropolitano Oriente
2024-04,22.87333333,12.06666667,30.8,225.9333333,Metropolitano Oriente
2024-05,15.17096774,5.429032258,136.1,160.9354839,Metropolitano Oriente
2024-06,15.22,7.523333333,198.4,120.9333333,Metropolitano Oriente
2024-07,15.80322581,5.283870968,0.4,153.1290323,Metropolitano Oriente
2024-08,15.22903226,5.316129032,102.3,198.3870968,Metropolitano Oriente
2024-09,19.24,8.183333333,6.8,218.1666667,Metropolitano Oriente
2024-10,23.37419355,10.61935484,23,227.3870968,Metropolitano Oriente
2024-11,26.31,13.03666667,1.6,243.1,Metropolitano Oriente
2024-12,28.66129032,14.89032258,0,249.483871,Metropolitano Oriente
2025-01,30.76774194,17.38064516,0,249.3548387,Metropolitano Oriente
2025-02,30.88214286,17.75,0,246.6785714,Metropolitano Oriente
2014-01,27.64193548,13.74193548,14.1,237.0967742,Ñuble
2014-02,26.68571429,12.31071429,13.4,227.1428571,Ñuble
2014-03,24,10.86129032,56.3,229.5806452,Ñuble
2014-04,18.47666667,7.806666667,33.2,206.4666667,Ñuble
2014-05,15.9,7.474193548,169.6,131.5806452,Ñuble
2014-06,12.53666667,4.863333333,300.8,110.0333333,Ñuble
2014-07,13.00967742,4.203225806,276.9,115.7741935,Ñuble
2014-08,15.33548387,5.132258065,188.9,168,Ñuble
2014-09,15.68,6.396666667,187.1,152.1666667,Ñuble
2014-10,20.02903226,7.683870968,17.6,236.7419355,Ñuble
2014-11,22.23,8.58,2.6,220.4333333,Ñuble
2014-12,25.36774194,11.62903226,23.2,228.7741935,Ñuble
2015-01,28.81935484,13.57419355,0,217.7741935,Ñuble
2015-02,27.92857143,13.66071429,0,225.6071429,Ñuble
2015-03,26.94516129,12.63548387,4.6,224.5806452,Ñuble
2015-04,22.17333333,9.536666667,36.3,218.2666667,Ñuble
2015-05,16.57419355,6.629032258,100.5,153.5806452,Ñuble
2015-06,14.07333333,5.213333333,162.9,134.1333333,Ñuble
2015-07,12.48064516,4.603225806,351.4,126.4516129,Ñuble
2015-08,14.21935484,5.487096774,329.7,112.9677419,Ñuble
2015-09,15.48666667,5.216666667,98,174.7333333,Ñuble
2015-10,17.26129032,6.267741935,144.2,180.7419355,Ñuble
2015-11,21.49,9.143333333,16.2,238.5666667,Ñuble
2015-12,25.98064516,11.48709677,1.3,229.1935484,Ñuble
2016-01,28.50322581,14.70967742,5.1,254.1612903,Ñuble
2016-02,28.22857143,13.86785714,0.9,225.7142857,Ñuble
2016-03,26.93870968,12.00645161,1.7,230.9677419,Ñuble
2016-04,18.40333333,8.443333333,135.5,186.8666667,Ñuble
2016-05,16.95806452,8.148387097,92.9,124.3548387,Ñuble
2016-06,13.61333333,3.42,11.6,183.1333333,Ñuble
2016-07,13.06451613,4.832258065,248.7,126.483871,Ñuble
2016-08,14.95483871,5.45483871,91.5,173,Ñuble
2016-09,19.34666667,6.62,28.7,216.6,Ñuble
2016-10,18.90967742,7.896774194,96.9,218.5483871,Ñuble
2016-11,24.39666667,10.48,12.3,233.5,Ñuble
2016-12,25.81935484,11.91290323,31.6,230.8387097,Ñuble
2017-01,30.94516129,14.83870968,5.3,214.9677419,Ñuble
2017-02,29.18214286,15.01071429,23.2,241.8214286,Ñuble
2017-03,24.89677419,11.77419355,19.7,224.5806452,Ñuble
2017-04,20.87,9.843333333,47.7,213.1666667,Ñuble
2017-05,14.82580645,6.138709677,117.6,136.1290323,Ñuble
2017-06,12.65,5.22,225.4,124.2333333,Ñuble
2017-07,12.6483871,3.225806452,104.9,170.2903226,Ñuble
2017-08,12.59677419,4.483870968,252.1,106.6129032,Ñuble
2017-09,15.75,4.983333333,86.2,196.8,Ñuble
2017-10,17.38064516,7.229032258,92.9,222.3225806,Ñuble
2017-11,21.95333333,9.873333333,63.6,194.0666667,Ñuble
2017-12,26.91612903,12.66451613,5.4,221.2258065,Ñuble
2018-01,28.70322581,13.9516129,7.3,233.7741935,Ñuble
2018-02,29.41071429,14.5,13.6,239.1785714,Ñuble
2018-03,24.11935484,11.26129032,49.6,228.8709677,Ñuble
2018-04,18.92666667,8,73,178.8,Ñuble
2018-05,15.15483871,7.012903226,103.7,159.2903226,Ñuble
2018-06,12.15333333,3.206666667,124.4,140.7666667,Ñuble
2018-07,12.30322581,2.95483871,112.1,149.3225806,Ñuble
2018-08,13.70967742,3.870967742,90.8,168.3870968,Ñuble
2018-09,16.12333333,6.81,171.4,210.4,Ñuble
2018-10,17.46129032,6.848387097,97.6,220.9032258,Ñuble
2018-11,21.15,9.306666667,85,227.3,Ñuble
2018-12,26.48064516,11.78064516,13.7,239.3870968,Ñuble
2019-01,27.82903226,12.46129032,23.1,230.3548387,Ñuble
2019-02,29,13.92142857,7.4,225.3928571,Ñuble
2019-03,25.3,10.96451613,11.1,229.0322581,Ñuble
2019-04,20.85333333,8.98,12.2,226.4666667,Ñuble
2019-05,15.23548387,7.609677419,239.7,128.3870968,Ñuble
2019-06,12.69333333,5.483333333,337.6,93.16666667,Ñuble
2019-07,12.92580645,4.687096774,98.3,124.0967742,Ñuble
2019-08,14.5516129,4.587096774,74.4,165.0322581,Ñuble
2019-09,15.90333333,5.526666667,80.2,231.6,Ñuble
2019-10,18.89032258,7.225806452,42.4,234.0967742,Ñuble
2019-11,25.08333333,10.81,17,231.3333333,Ñuble
2019-12,28.16129032,12.70967742,5.4,216.0967742,Ñuble
2020-01,30.66451613,14.32258065,5.8,223.3870968,Ñuble
2020-02,29.45714286,13.72857143,4.1,227,Ñuble
2020-03,27.44516129,12.99677419,14.6,224,Ñuble
2020-04,21.98333333,9.58,71.8,187.0333333,Ñuble
2020-05,17.09354839,7.035483871,39,170.3548387,Ñuble
2020-06,12.03666667,5.673333333,305.2,52.6,Ñuble
2020-07,12.22580645,4.5,185.1,76.83870968,Ñuble
2020-08,13.71290323,4.509677419,87.4,172.8387097,Ñuble
2020-09,16.50333333,5.556666667,36.6,211.5,Ñuble
2020-10,21.29677419,7.2,17.1,227.8064516,Ñuble
2020-11,25.38666667,10.49666667,0.4,235.8333333,Ñuble
2020-12,27.76451613,11.53870968,10.7,229,Ñuble
2021-01,29.51612903,14.01612903,62.7,214.0645161,Ñuble
2021-02,27.68214286,13.33571429,2.8,254.3214286,Ñuble
2021-03,26.50645161,12.47419355,2.8,234.9032258,Ñuble
2021-04,21.62333333,9.993333333,37.6,186.9666667,Ñuble
2021-05,15.46129032,6.780645161,182.3,166.7096774,Ñuble
2021-06,13.37,5.51,124.7,141.7333333,Ñuble
2021-07,12.68387097,3.329032258,66.8,166.4516129,Ñuble
2021-08,13.73225806,5.041935484,141,167.2258065,Ñuble
2021-09,16.43,5.643333333,90.3,209.8666667,Ñuble
2021-10,20.55483871,7.593548387,16.2,213.4516129,Ñuble
2021-11,25.06666667,10.27666667,7.1,236.1666667,Ñuble
2021-12,29.30967742,13.01935484,4.8,243,Ñuble
2022-01,28.57096774,13.35806452,3.1,251.8709677,Ñuble
2022-02,29.67857143,13.56071429,10.7,240.8214286,Ñuble
2022-03,25.51612903,11.07741935,9.6,224.0645161,Ñuble
2022-04,18.95333333,8.343333333,153.3,217.2666667,Ñuble
2022-05,13.93870968,5.390322581,94.3,176.9677419,Ñuble
2022-06,12.31666667,5.216666667,168.1,88.36666667,Ñuble
2022-07,11.61290323,4.283870968,299.7,111.2258065,Ñuble
2022-08,14.02903226,4.448387097,151.8,176.6451613,Ñuble
2022-09,16.80333333,5.35,55.7,204.8333333,Ñuble
2022-10,19.1483871,7.248387097,41.9,224.1612903,Ñuble
2022-11,26.31666667,11.56333333,33.2,233.6,Ñuble
2022-12,29.50967742,13.36129032,3.3,237.2903226,Ñuble
2023-01,30.22258065,13.60322581,5.8,236.7096774,Ñuble
2023-02,31.62142857,14.45357143,0.1,222.5714286,Ñuble
2023-03,28.42580645,12.34516129,3.7,240.0645161,Ñuble
2023-04,22.06,10.20333333,77.4,218.9333333,Ñuble
2023-05,16.02903226,7.296774194,147.4,154.7741935,Ñuble
2023-06,14.13666667,6.343333333,304,156.5333333,Ñuble
2023-07,13.60645161,5.129032258,209.2,121.5483871,Ñuble
2023-08,14.25483871,5.496774194,269.7,171.4516129,Ñuble
2023-09,15.21333333,6.01,176.9,182.6666667,Ñuble
2023-10,19.26774194,6.596774194,28.4,226.1935484,Ñuble
2023-11,20.82333333,7.9,63.5,252.8333333,Ñuble
2023-12,26.77419355,11.70322581,19.3,245.7741935,Ñuble
2024-01,31.40322581,14.49677419,0,226.0322581,Ñuble
2024-02,31.46428571,15.13214286,0.2,240.3571429,Ñuble
2024-03,25.59354839,12.12258065,47.6,218.2580645,Ñuble
2024-04,19.21,8.256666667,77.9,225.9666667,Ñuble
2024-05,12.73870968,3.341935484,132.7,140.8387097,Ñuble
2024-06,12.63666667,6.403333333,490.2,90.13333333,Ñuble
2024-07,11.69677419,1.896774194,25.3,157.5483871,Ñuble
2024-08,13.27096774,3.670967742,255.3,164.6129032,Ñuble
2024-09,15.73666667,5.13,97.5,212.3333333,Ñuble
2024-10,20.75483871,8.222580645,28.2,229.7096774,Ñuble
2024-11,23.39333333,9.85,20.9,240.4333333,Ñuble
2024-12,28.54516129,11.96774194,7.4,240,Ñuble
2025-01,31.68387097,14.17741935,0.3,237.1612903,Ñuble
2025-02,30.95357143,13.92142857,0.3,230.0357143,Ñuble
2014-01,26.04193548,18.39354839,0.1,227.7741935,Antofagasta
2014-02,25.45357143,17.24642857,0.2,222.7857143,Antofagasta
2014-03,24.62258065,16.89032258,0.6,221,Antofagasta
2014-04,22.90333333,15.5,2.9,221.1,Antofagasta
2014-05,21.41612903,13.86451613,4.5,214.6129032,Antofagasta
2014-06,20.29333333,12.20333333,3.3,217.6666667,Antofagasta
2014-07,20.4516129,11.64516129,2.1,216.1612903,Antofagasta
2014-08,21.36451613,13.22258065,0.4,226.516129,Antofagasta
2014-09,21.79,13.51,1.9,219.5666667,Antofagasta
2014-10,22.14193548,14.27096774,0.1,227.9032258,Antofagasta
2014-11,22.87333333,14.64666667,0.3,223.1,Antofagasta
2014-12,23.71290323,15.48387097,0.2,224.0967742,Antofagasta
2015-01,25.05483871,17.34516129,0.1,225.0322581,Antofagasta
2015-02,26.125,18.86428571,0.3,224.9285714,Antofagasta
