Unnamed: 0,Mes,temperature_2m_max,temperature_2m_min,precipitation_sum,winddirection_10m_dominant,SEREMI
108,2023-01-01,14.6,7.503225806451613,56.2,291.61290322580646,Magallanes
109,2023-02-01,12.853571428571428,6.760714285714286,95.2,291.92857142857144,Magallanes
110,2023-03-01,9.019354838709678,3.5580645161290323,107.8,289.83870967741933,Magallanes
111,2023-04-01,7.866666666666666,2.7633333333333336,109.8,282.0,Magallanes
112,2023-05-01,7.141935483870968,2.7548387096774194,93.1,285.9032258064516,Magallanes
113,2023-06-01,3.98,0.0933333333333333,92.0,208.46666666666667,Magallanes
114,2023-07-01,2.0161290322580645,-4.106451612903226,33.8,236.5806451612904,Magallanes
115,2023-08-01,3.261290322580645,-1.883870967741936,85.7,247.96774193548387,Magallanes
116,2023-09-01,5.17,-0.0066666666666667,37.1,235.96666666666667,Magallanes
117,2023-10-01,7.725806451612903,2.6580645161290324,72.0,282.1935483870968,Magallanes
118,2023-11-01,9.613333333333332,3.3,79.9,273.1666666666667,Magallanes
119,2023-12-01,12.170967741935485,5.16774193548387,44.8,277.0,Magallanes
108,2023-01-01,29.68387096774193,15.419354838709678,0.1,241.06451612903223,Metropolitano Oriente
109,2023-02-01,32.035714285714285,17.5,0.0,245.4642857142857,Metropolitano Oriente
110,2023-03-01,30.248387096774195,15.964516129032257,0.0,242.2258064516129,Metropolitano Oriente
111,2023-04-01,24.923333333333336,13.236666666666668,52.900000000000006,237.9,Metropolitano Oriente
112,2023-05-01,19.50967741935484,9.932258064516128,22.3,172.67741935483872,Metropolitano Oriente
113,2023-06-01,17.046666666666667,8.7,119.2,146.6,Metropolitano Oriente
114,2023-07-01,16.687096774193545,7.693548387096774,43.2,151.38709677419354,Metropolitano Oriente
115,2023-08-01,17.712903225806453,8.383870967741935,159.4,190.70967741935485,Metropolitano Oriente
116,2023-09-01,16.87666666666667,8.526666666666667,69.4,215.86666666666667,Metropolitano Oriente
117,2023-10-01,20.364516129032257,9.151612903225804,33.0,228.2258064516129,Metropolitano Oriente
118,2023-11-01,22.93,10.563333333333333,31.1,231.66666666666663,Metropolitano Oriente
119,2023-12-01,28.20967741935484,13.451612903225806,0.0,236.6451612903226,Metropolitano Oriente
108,2023-01-01,30.22258064516129,13.603225806451611,5.8,236.70967741935485,Ñuble
109,2023-02-01,31.62142857142857,14.453571428571427,0.1,222.57142857142856,Ñuble
110,2023-03-01,28.425806451612903,12.34516129032258,3.7,240.06451612903223,Ñuble
111,2023-04-01,22.06,10.203333333333337,77.39999999999999,218.9333333333333,Ñuble
112,2023-05-01,16.029032258064515,7.296774193548386,147.4,154.7741935483871,Ñuble
113,2023-06-01,14.136666666666668,6.343333333333334,304.0,156.53333333333333,Ñuble
114,2023-07-01,13.606451612903228,5.129032258064516,209.2,121.5483870967742,Ñuble
115,2023-08-01,14.25483870967742,5.496774193548387,269.7,171.4516129032258,Ñuble
116,2023-09-01,15.213333333333331,6.010000000000001,176.9,182.66666666666663,Ñuble
117,2023-10-01,19.26774193548387,6.596774193548387,28.4,226.1935483870968,Ñuble
118,2023-11-01,20.82333333333333,7.9,63.5,252.8333333333333,Ñuble
119,2023-12-01,26.774193548387096,11.703225806451613,19.3,245.7741935483871,Ñuble
108,2023-01-01,22.693548387096776,17.758064516129032,0.3,259.48387096774195,Antofagasta
109,2023-02-01,24.2,19.735714285714288,0.2,254.82142857142856,Antofagasta
110,2023-03-01,24.11935483870968,19.3483870967742,0.0,264.06451612903226,Antofagasta
111,2023-04-01,21.426666666666662,16.813333333333333,0.6,255.8,Antofagasta
112,2023-05-01,19.22903225806452,14.65483870967742,3.7,250.16129032258064,Antofagasta
113,2023-06-01,18.69333333333333,13.863333333333332,2.9,255.86666666666667,Antofagasta
114,2023-07-01,18.83225806451613,13.729032258064516,2.2,248.06451612903223,Antofagasta
115,2023-08-01,19.490322580645163,14.161290322580646,1.2,249.03225806451613,Antofagasta
116,2023-09-01,19.896666666666665,14.013333333333332,0.8,253.53333333333333,Antofagasta
117,2023-10-01,19.458064516129035,14.338709677419354,0.4,247.0,Antofagasta
118,2023-11-01,19.90666666666667,14.67,1.1,245.9333333333333,Antofagasta
119,2023-12-01,21.529032258064515,16.058064516129033,0.4,246.9354838709677,Antofagasta
108,2023-01-01,29.206451612903223,13.067741935483872,0.3,249.29032258064515,Aconcagua
109,2023-02-01,31.539285714285715,15.18214285714286,0.0,248.4642857142857,Aconcagua
110,2023-03-01,30.33870967741936,13.212903225806452,0.0,246.4193548387097,Aconcagua
111,2023-04-01,26.113333333333333,10.343333333333334,11.2,233.0,Aconcagua
112,2023-05-01,21.993548387096773,7.941935483870967,23.7,210.48387096774192,Aconcagua
113,2023-06-01,18.683333333333334,6.63,69.8,198.4,Aconcagua
114,2023-07-01,17.638709677419353,4.235483870967743,53.1,202.1290322580645,Aconcagua
115,2023-08-01,19.416129032258063,6.619354838709677,120.1,210.5806451612904,Aconcagua
116,2023-09-01,18.47,6.066666666666666,57.4,215.03333333333333,Aconcagua
117,2023-10-01,22.448387096774194,7.103225806451612,20.1,228.48387096774192,Aconcagua
118,2023-11-01,24.776666666666664,8.04,54.0,228.63333333333333,Aconcagua
119,2023-12-01,28.86774193548387,11.170967741935485,0.0,241.25806451612905,Aconcagua
108,2023-01-01,24.37741935483871,14.23225806451613,0.6,274.16129032258067,Atacama
109,2023-02-01,25.88214285714286,16.175,1.3,270.6428571428572,Atacama
110,2023-03-01,25.30322580645161,15.493548387096777,0.1,272.16129032258067,Atacama
