,Fecha,Dias Cama Disponibles,Dias Cama Ocupados,Dias de Estada,Egresos Fallecidos,Indice Ocupacional,Indice de Rotación,Letalidad,Numero de Egresos,Promedio Cama Disponibles,Promedio Días de Estada,Temperatura Máxima,Temperatura Mínima,Precipitaciones (suma),Viento_S,Viento_SW,Viento_W,Mes,Trimestre,lag_1,lag_2,lag_3,media_movil_3,variacion_disponibles,porcentaje_ocupacion,ocupados_media_movil,promedio_media_movil,egresos_media_movil,egresos_fallecidos_media_movil,Diferencia Térmica,temp_max_movil,precipitacion_movil,interaccion_ocupacion_temp,interaccion_precipitacion_disp,same_month_last_year,hist_avg_mes
12,2015-01-01,248.0,162.0,344.0,2.0,65.32,2.38,10.53,19.0,8.0,18.11,30.7,17.18064516129032,0.0,False,False,True,1,1,248.0,240.0,248.0,245.33333333333334,0.0,0.6532258064516129,171.66666666666666,8.0,18.333333333333332,1.6666666666666667,13.519354838709678,27.49888888888889,8.433333333333334,20.054032258064513,0.0,248.0,248.0
13,2015-02-01,224.0,160.0,71.0,3.0,71.43,1.88,20.0,15.0,8.0,4.73,29.764285714285712,17.089285714285715,0.5,False,False,True,2,1,248.0,248.0,240.0,240.0,-24.0,0.7142857142857143,160.66666666666666,8.0,16.333333333333332,2.0,12.674999999999997,29.12142857142857,3.0333333333333337,21.26020408163265,112.0,224.0,226.0
14,2015-03-01,248.0,200.0,188.0,0.0,80.65,1.88,0.0,15.0,8.0,12.53,28.970967741935485,15.34516129032258,1.9,False,True,False,3,1,224.0,248.0,248.0,240.0,24.0,0.8064516129032258,174.0,8.0,16.333333333333332,1.6666666666666667,13.625806451612906,29.81175115207373,0.7999999999999999,23.363683662851198,471.2,248.0,248.0
15,2015-04-01,240.0,158.0,190.0,4.0,65.83,2.0,25.0,16.0,8.0,11.88,25.043333333333333,10.986666666666668,2.9,False,True,False,4,2,248.0,224.0,248.0,237.33333333333334,-8.0,0.6583333333333333,172.66666666666666,8.0,15.333333333333334,2.3333333333333335,14.056666666666665,27.92619559651818,1.7666666666666666,16.48686111111111,696.0,240.0,240.0
16,2015-05-01,248.0,120.0,286.0,0.0,48.39,2.0,0.0,16.0,8.0,17.88,19.664516129032258,6.490322580645162,7.3,False,True,False,5,2,240.0,248.0,224.0,245.33333333333334,8.0,0.4838709677419355,159.33333333333334,8.0,15.666666666666666,1.3333333333333333,13.174193548387095,24.55960573476703,4.033333333333333,9.515088449531738,1810.3999999999999,248.0,254.54545454545453
17,2015-06-01,240.0,147.0,111.0,3.0,61.25,1.5,25.0,12.0,8.0,9.25,16.633333333333333,3.616666666666666,26.6,False,True,False,6,2,248.0,240.0,248.0,242.66666666666666,-8.0,0.6125,141.66666666666666,8.0,14.666666666666666,2.3333333333333335,13.016666666666667,20.447060931899642,12.266666666666666,10.187916666666666,6384.0,240.0,261.8181818181818
18,2015-07-01,248.0,147.0,118.0,0.0,59.27,2.13,0.0,17.0,8.0,6.94,15.003225806451614,4.806451612903226,146.20000000000002,False,True,False,7,3,240.0,248.0,240.0,245.33333333333334,8.0,0.592741935483871,138.0,8.0,15.0,1.0,10.196774193548388,17.100358422939067,60.03333333333334,8.89304110301769,36257.600000000006,248.0,269.8181818181818
19,2015-08-01,248.0,141.0,222.0,3.0,56.85,2.75,13.64,22.0,8.0,10.09,16.441935483870967,6.83225806451613,175.8,False,True,False,8,3,248.0,240.0,248.0,245.33333333333334,0.0,0.5685483870967742,145.0,8.0,17.0,2.0,9.609677419354838,16.02616487455197,116.2,9.348035900104058,43598.4,248.0,270.54545454545456
20,2015-09-01,240.0,139.0,137.0,1.0,57.92,2.5,5.0,20.0,8.0,6.85,17.953333333333333,6.613333333333333,63.4,False,True,False,9,3,248.0,248.0,240.0,245.33333333333334,-8.0,0.5791666666666667,142.33333333333334,8.0,19.666666666666668,1.3333333333333333,11.34,16.46616487455197,128.46666666666667,10.397972222222222,15216.0,240.0,250.1818181818182
21,2015-10-01,248.0,137.0,134.0,1.0,55.24,2.25,5.56,18.0,8.0,7.44,18.98709677419355,8.17741935483871,80.1,False,False,True,10,4,240.0,248.0,248.0,245.33333333333334,8.0,0.5524193548387096,139.0,8.0,20.0,1.6666666666666667,10.80967741935484,17.79412186379928,106.43333333333334,10.488839750260146,19864.8,248.0,248.0
22,2015-11-01,240.0,165.0,98.0,0.0,68.75,2.63,0.0,21.0,8.0,4.67,23.116666666666667,11.363333333333332,17.2,False,True,False,11,4,248.0,240.0,248.0,242.66666666666666,-8.0,0.6875,147.0,8.0,19.666666666666668,0.6666666666666666,11.753333333333336,20.019032258064517,53.56666666666666,15.892708333333333,4128.0,240.0,240.0
23,2015-12-01,248.0,120.0,116.0,0.0,48.39,2.88,0.0,23.0,8.0,5.04,28.44193548387097,14.035483870967743,0.4,False,False,True,12,4,240.0,248.0,240.0,245.33333333333334,8.0,0.4838709677419355,140.66666666666666,8.0,20.666666666666668,0.3333333333333333,14.406451612903227,23.515232974910393,32.56666666666666,13.762226847034341,99.2,248.0,248.0
24,2016-01-01,248.0,137.0,195.0,1.0,55.24,2.5,5.0,20.0,8.0,9.75,28.82258064516129,16.63225806451613,8.1,False,False,True,1,1,248.0,240.0,248.0,245.33333333333334,0.0,0.5524193548387096,140.66666666666666,8.0,21.333333333333332,0.3333333333333333,12.190322580645159,26.79372759856631,8.566666666666666,15.922151404786678,2008.8,248.0,248.0
