,Fecha,Dias Cama Disponibles,Dias Cama Ocupados,Dias de Estada,Egresos Fallecidos,Indice Ocupacional,Indice de Rotación,Letalidad,Numero de Egresos,Promedio Cama Disponibles,Promedio Días de Estada,Temperatura Máxima,Temperatura Mínima,Precipitaciones (suma),Viento_S,Viento_SE,Viento_SW,Viento_W,Mes,Trimestre,lag_1,lag_2,lag_3,media_movil_3,variacion_disponibles,porcentaje_ocupacion,ocupados_media_movil,promedio_media_movil,egresos_media_movil,egresos_fallecidos_media_movil,Diferencia Térmica,temp_max_movil,precipitacion_movil,interaccion_ocupacion_temp,interaccion_precipitacion_disp,same_month_last_year,hist_avg_mes
48,2018-01-01,9139.0,7728.0,7169.0,44.0,84.56,3.93,3.8,1158.0,294.81,6.19,28.31935483870968,14.474193548387095,1.3,False,False,True,False,1,1,9713.0,9446.0,9729.0,9432.666666666666,-574.0,0.8456067403435824,7556.0,307.6666666666667,1154.0,39.666666666666664,13.845161290322583,26.780537634408603,7.066666666666666,23.947037333794547,11880.7,9313.0,9301.666666666666
49,2018-02-01,8231.0,7119.0,6854.0,43.0,86.49,3.65,4.01,1073.0,293.96,6.39,28.49642857142857,14.75357142857143,7.7,False,False,True,False,2,1,9139.0,9713.0,9446.0,9027.666666666666,-908.0,0.8649009840845584,7431.666666666667,300.69666666666666,1122.6666666666667,41.333333333333336,13.74285714285714,28.116013824884792,6.1000000000000005,24.6465891143239,63378.700000000004,8350.0,8464.166666666666
50,2018-03-01,9190.0,8090.0,7932.0,30.0,88.03,4.36,2.32,1294.0,296.45,6.13,26.458064516129035,12.612903225806452,10.9,False,False,True,False,3,1,8231.0,9139.0,9713.0,8853.333333333334,959.0,0.8803046789989118,7645.666666666667,295.0733333333333,1175.0,39.0,13.845161290322583,27.75794930875576,6.633333333333333,23.29115799080347,100171.0,9186.0,9232.545454545454
51,2018-04-01,8897.0,7690.0,8459.0,43.0,86.43,4.21,3.44,1249.0,296.57,6.77,22.956666666666667,10.47,4.6,False,False,True,False,4,2,9190.0,8231.0,9139.0,8772.666666666666,-293.0,0.8643362931325166,7633.0,295.66,1205.3333333333333,38.666666666666664,12.486666666666666,25.970386584741423,7.733333333333333,19.84228016934547,40926.2,8674.0,8910.636363636364
52,2018-05-01,9228.0,8127.0,7843.0,34.0,88.07,4.25,2.69,1264.0,297.68,6.2,19.06451612903226,8.64516129032258,26.6,True,False,False,False,5,2,8897.0,9190.0,8231.0,9105.0,331.0,0.8806892067620286,7969.0,296.90000000000003,1269.0,35.666666666666664,10.41935483870968,22.82641577060932,14.033333333333333,16.78991358697932,245464.80000000002,8969.0,9086.363636363636
53,2018-06-01,9081.0,8159.0,7565.0,54.0,89.85,4.22,4.23,1277.0,302.7,5.92,14.616666666666667,4.383333333333334,64.8,False,True,False,False,6,2,9228.0,8897.0,9190.0,9068.666666666666,-147.0,0.8984693315714128,7992.0,298.9833333333333,1263.3333333333333,43.666666666666664,10.233333333333334,18.879283154121865,32.0,13.132626729802151,588448.7999999999,9259.0,9125.818181818182
54,2018-07-01,9962.0,9080.0,9141.0,55.0,91.15,4.22,4.05,1357.0,321.35,6.74,13.587096774193547,4.364516129032259,101.4,False,True,False,False,7,3,9081.0,9228.0,8897.0,9423.666666666666,881.0,0.9114635615338286,8455.333333333334,307.24333333333334,1299.3333333333333,47.666666666666664,9.222580645161289,15.756093189964156,64.26666666666667,12.384143616711244,1010146.8,10290.0,9638.363636363636
55,2018-08-01,10276.0,9410.0,8864.0,44.0,91.57,4.18,3.17,1387.0,331.48,6.39,16.20967741935484,5.170967741935484,43.0,True,False,False,False,8,3,9962.0,9081.0,9228.0,9773.0,314.0,0.9157259634098871,8883.0,318.51,1340.3333333333333,51.0,11.038709677419355,14.804480286738352,69.73333333333333,14.843622471402202,441868.0,10033.0,9507.363636363636
56,2018-09-01,9741.0,8727.0,8268.0,45.0,89.59,3.61,3.84,1172.0,324.7,7.05,18.336666666666662,7.816666666666666,90.1,True,False,False,False,9,3,10276.0,9962.0,9081.0,9993.0,-535.0,0.8959039113027409,9072.333333333334,325.8433333333333,1305.3333333333333,48.0,10.519999999999996,16.04448028673835,78.16666666666667,16.427891386921257,877664.1,9499.0,9134.545454545454
57,2018-10-01,9918.0,8832.0,9177.0,31.0,89.05,4.18,2.32,1337.0,319.94,6.86,20.516129032258064,8.258064516129032,32.6,False,False,True,False,10,4,9741.0,10276.0,9962.0,9978.333333333334,177.0,0.8905021173623714,8989.666666666666,325.37333333333333,1298.6666666666667,40.0,12.258064516129032,18.35415770609319,55.23333333333333,18.269656343305424,323326.8,9729.0,9409.0
58,2018-11-01,9596.0,8282.0,8388.0,47.0,86.31,3.7,3.97,1183.0,319.87,7.09,26.476666666666667,11.716666666666669,32.9,False,False,True,False,11,4,9918.0,9741.0,10276.0,9751.666666666666,-322.0,0.8630679449770737,8613.666666666666,321.50333333333333,1230.6666666666667,41.0,14.759999999999998,21.77648745519713,51.86666666666667,22.85116228984299,315708.39999999997,9446.0,9064.545454545454
59,2018-12-01,9795.0,8237.0,7979.0,48.0,84.09,3.71,4.09,1173.0,315.97,6.8,27.43870967741936,12.62258064516129,4.3,False,False,True,False,12,4,9596.0,9918.0,9741.0,9769.666666666666,199.0,0.8409392547217969,8450.333333333334,318.5933333333333,1231.0,42.0,14.81612903225807,24.810501792114696,23.266666666666666,23.07428806665679,42118.5,9713.0,9300.181818181818
60,2019-01-01,9917.0,8677.0,8726.0,32.0,87.5,3.92,2.55,1253.0,319.9,6.96,29.141935483870967,14.251612903225809,1.6,False,False,True,False,1,1,9795.0,9596.0,9918.0,9769.333333333334,122.0,0.8749621861450035,8398.666666666666,318.58,1203.0,42.333333333333336,14.890322580645158,27.685770609318997,12.933333333333332,25.498091579464393,15867.2,9139.0,9301.666666666666
61,2019-02-01,9036.0,7783.0,7466.0,45.0,86.13,3.45,4.04,1114.0,322.71,6.7,29.12857142857143,15.039285714285716,0.4,False,False,True,False,2,1,9917.0,9795.0,9596.0,9582.666666666666,-881.0,0.8613324479858344,8232.333333333334,319.52666666666664,1180.0,41.666666666666664,14.089285714285714,28.569738863287252,2.1,25.089383734901663,3614.4,8231.0,8464.166666666666
62,2019-03-01,9963.0,8738.0,8584.0,47.0,87.7,3.95,3.7,1270.0,321.39,6.76,26.748387096774195,12.425806451612903,3.2,False,False,True,False,3,1,9036.0,9917.0,9795.0,9638.666666666666,927.0,0.8770450667469638,8399.333333333334,321.3333333333333,1212.3333333333333,41.333333333333336,14.322580645161292,28.33963133640553,1.7333333333333334,23.45954094666395,31881.600000000002,9190.0,9232.545454545454
