,Fecha,Dias Cama Disponibles,Dias Cama Ocupados,Dias de Estada,Egresos Fallecidos,Indice Ocupacional,Indice de Rotación,Letalidad,Numero de Egresos,Promedio Cama Disponibles,Promedio Días de Estada,Temperatura Máxima,Temperatura Mínima,Precipitaciones (suma),Viento_SW,Viento_W,Mes,Trimestre,lag_1,lag_2,lag_3,media_movil_3,variacion_disponibles,porcentaje_ocupacion,ocupados_media_movil,promedio_media_movil,egresos_media_movil,egresos_fallecidos_media_movil,Diferencia Térmica,temp_max_movil,precipitacion_movil,interaccion_ocupacion_temp,interaccion_precipitacion_disp,same_month_last_year,hist_avg_mes
70,2019-11-01,300.0,49.0,49.0,0.0,16.33,1.2,0.0,12.0,10.0,4.08,19.946666666666665,15.383333333333333,4.3,False,True,11,4,310.0,300.0,310.0,303.3333333333333,-10.0,0.16333333333333333,52.666666666666664,10.0,14.666666666666666,0.0,4.563333333333333,18.378709677419355,3.1,3.2579555555555553,1290.0,300.0,286.3636363636364
71,2019-12-01,292.0,78.0,78.0,1.0,26.71,1.8,5.88,17.0,9.42,4.59,21.238709677419354,16.674193548387095,0.3,False,True,12,4,300.0,310.0,300.0,300.6666666666667,-8.0,0.2671232876712329,60.666666666666664,9.806666666666667,14.0,0.3333333333333333,4.56451612903226,19.83383512544803,2.2666666666666666,5.673353954927088,87.6,310.0,294.27272727272725
72,2020-01-01,279.0,79.0,79.0,0.0,28.32,1.44,0.0,13.0,9.0,6.08,23.90967741935484,19.67419354838709,1.6,False,True,1,1,292.0,300.0,310.0,290.3333333333333,-13.0,0.2831541218637993,68.66666666666667,9.473333333333334,14.0,0.3333333333333333,4.235483870967748,21.698351254480286,2.066666666666667,6.77012371372413,446.40000000000003,310.0,294.5
73,2020-02-01,261.0,65.0,65.0,1.0,24.9,2.33,4.76,21.0,9.0,3.1,23.353571428571428,18.98928571428572,0.0,False,True,2,1,279.0,292.0,300.0,277.3333333333333,-18.0,0.24904214559386972,74.0,9.14,17.0,0.6666666666666666,4.364285714285707,22.83398617511521,0.6333333333333334,5.816023535851122,0.0,280.0,268.3333333333333
74,2020-03-01,279.0,43.0,43.0,0.0,15.41,1.44,0.0,13.0,9.0,3.31,22.251612903225805,17.838709677419356,0.2,False,True,3,1,261.0,279.0,292.0,273.0,18.0,0.15412186379928317,62.333333333333336,9.0,15.666666666666666,0.3333333333333333,4.412903225806449,23.171620583717356,0.6,3.4294600531853394,55.800000000000004,310.0,295.90909090909093
75,2020-04-01,270.0,256.0,256.0,2.0,94.81,1.56,14.29,14.0,9.0,18.29,21.17,16.87666666666667,0.4,False,True,4,2,279.0,261.0,279.0,270.0,-9.0,0.9481481481481482,121.33333333333333,9.0,16.0,1.0,4.293333333333333,22.258394777265746,0.20000000000000004,20.072296296296297,108.0,300.0,286.3636363636364
76,2020-05-01,279.0,8.0,8.0,0.0,2.87,0.44,0.0,4.0,9.0,2.0,19.68387096774193,14.725806451612904,0.8,False,True,5,2,270.0,279.0,261.0,276.0,9.0,0.02867383512544803,102.33333333333333,9.0,10.333333333333334,0.6666666666666666,4.958064516129028,21.03516129032258,0.46666666666666673,0.5644120707596253,223.20000000000002,310.0,295.90909090909093
77,2020-06-01,270.0,35.0,35.0,0.0,12.96,1.33,0.0,12.0,9.0,2.92,18.216666666666665,13.776666666666667,1.4,False,True,6,2,279.0,270.0,279.0,273.0,-9.0,0.12962962962962962,99.66666666666667,9.0,10.0,0.6666666666666666,4.439999999999998,19.69017921146953,0.8666666666666667,2.3614197530864196,378.0,300.0,286.3636363636364
78,2020-07-01,279.0,45.0,45.0,0.0,16.13,0.67,0.0,6.0,9.0,7.5,17.38064516129032,12.361290322580643,2.7,False,True,7,3,270.0,279.0,270.0,276.0,9.0,0.16129032258064516,29.333333333333332,9.0,7.333333333333333,0.0,5.019354838709678,18.42706093189964,1.6333333333333335,2.8033298647242453,753.3000000000001,310.0,295.90909090909093
79,2020-08-01,279.0,72.0,72.0,1.0,25.81,1.11,10.0,10.0,9.0,7.2,16.816129032258065,12.16451612903226,3.1,False,True,8,3,279.0,270.0,279.0,276.0,0.0,0.25806451612903225,50.666666666666664,9.0,9.333333333333334,0.3333333333333333,4.651612903225805,17.471146953405015,2.4,4.339646201873049,864.9,310.0,295.90909090909093
80,2020-09-01,270.0,130.0,130.0,1.0,48.15,1.22,9.09,11.0,9.0,11.82,17.3,12.626666666666669,2.0,False,True,9,3,279.0,279.0,270.0,276.0,-9.0,0.48148148148148145,82.33333333333333,9.0,9.0,0.6666666666666666,4.673333333333332,17.16559139784946,2.6,8.329629629629629,540.0,300.0,286.3636363636364
81,2020-10-01,270.0,74.0,74.0,1.0,27.41,1.49,7.69,13.0,8.71,5.69,18.116129032258065,13.338709677419354,0.1,False,True,10,4,270.0,279.0,279.0,273.0,0.0,0.2740740740740741,92.0,8.903333333333334,11.333333333333334,1.0,4.777419354838711,17.410752688172042,1.7333333333333334,4.965161290322581,27.0,310.0,294.1818181818182
82,2020-11-01,270.0,36.0,36.0,0.0,13.33,1.22,0.0,11.0,9.0,3.27,19.28333333333333,14.386666666666668,0.6000000000000001,False,True,11,4,270.0,270.0,279.0,270.0,0.0,0.13333333333333333,80.0,8.903333333333334,11.666666666666666,0.6666666666666666,4.896666666666663,18.2331541218638,0.9,2.5711111111111107,162.00000000000003,300.0,286.3636363636364
83,2020-12-01,279.0,48.0,48.0,0.0,17.2,1.44,0.0,13.0,9.0,3.69,20.825806451612905,16.24516129032258,1.5,False,True,12,4,270.0,270.0,270.0,273.0,9.0,0.17204301075268819,52.666666666666664,8.903333333333334,12.333333333333334,0.3333333333333333,4.580645161290324,19.4084229390681,0.7333333333333334,3.582934443288242,418.5,292.0,294.27272727272725
