,Fecha,Dias Cama Disponibles,Dias Cama Ocupados,Dias de Estada,Egresos Fallecidos,Indice Ocupacional,Indice de Rotación,Letalidad,Numero de Egresos,Promedio Cama Disponibles,Promedio Días de Estada,Temperatura Máxima,Temperatura Mínima,Precipitaciones (suma),Viento_E,Viento_S,Viento_SE,Viento_SW,Viento_W,Mes,Trimestre,lag_1,lag_2,lag_3,media_movil_3,variacion_disponibles,porcentaje_ocupacion,ocupados_media_movil,promedio_media_movil,egresos_media_movil,egresos_fallecidos_media_movil,Diferencia Térmica,temp_max_movil,precipitacion_movil,interaccion_ocupacion_temp,interaccion_precipitacion_disp,same_month_last_year,hist_avg_mes
12,2015-01-01,390.0,65.0,212.0,2.0,16.67,4.21,3.77,53.0,12.58,4.0,29.93870967741936,14.37741935483871,0.2,False,False,False,True,False,1,1,390.0,390.0,390.0,390.0,0.0,0.16666666666666666,137.66666666666666,12.72,48.333333333333336,0.6666666666666666,15.561290322580652,26.727240143369176,12.733333333333313,4.9897849462365595,78.0,403.0,356.75
13,2015-02-01,390.0,261.0,215.0,0.0,66.92,4.52,0.0,63.0,13.93,3.41,28.70357142857143,14.232142857142858,1.2,False,False,False,True,False,2,1,390.0,390.0,390.0,390.0,0.0,0.6692307692307692,165.0,13.030000000000001,55.666666666666664,0.6666666666666666,14.471428571428572,28.350652841781876,8.466666666666647,19.209313186813187,468.0,364.0,345.5833333333333
14,2015-03-01,390.0,232.0,180.0,2.0,59.49,4.29,3.7,54.0,12.58,3.33,27.72903225806452,12.796774193548387,9.3,False,False,False,True,False,3,1,390.0,390.0,390.0,390.0,0.0,0.5948717948717949,186.0,13.030000000000001,56.666666666666664,1.3333333333333333,14.932258064516134,28.790437788018437,3.5666666666666482,16.49521918941274,3627.0000000000005,403.0,353.45454545454544
15,2015-04-01,390.0,120.0,92.0,0.0,30.77,2.85,0.0,37.0,13.0,2.49,23.02,9.513333333333332,21.0,False,False,False,True,False,4,2,390.0,390.0,390.0,390.0,0.0,0.3076923076923077,204.33333333333334,13.170000000000002,51.333333333333336,0.6666666666666666,13.506666666666668,26.484201228878646,10.49999999999998,7.0830769230769235,8190.0,393.0,339.90909090909093
16,2015-05-01,390.0,148.0,113.0,0.0,37.95,2.94,0.0,37.0,12.58,3.05,17.016129032258064,6.019354838709678,47.9,False,True,False,False,False,5,2,390.0,390.0,390.0,390.0,0.0,0.37948717948717947,166.66666666666666,12.72,42.666666666666664,0.6666666666666666,10.996774193548386,22.5883870967742,26.06666666666665,6.457402812241521,18681.0,390.0,352.27272727272725
17,2015-06-01,390.0,197.0,161.0,2.0,50.51,3.15,4.88,41.0,13.0,3.93,14.153333333333334,4.116666666666666,133.0,False,False,True,False,False,6,2,390.0,390.0,390.0,390.0,0.0,0.5051282051282051,155.0,12.86,38.333333333333336,0.6666666666666666,10.036666666666669,18.0631541218638,67.29999999999998,7.149247863247863,51870.0,390.0,354.54545454545456
18,2015-07-01,390.0,283.0,244.0,0.0,72.56,3.1,0.0,39.0,12.58,6.26,12.52258064516129,3.9967741935483874,307.0,True,False,False,False,False,7,3,390.0,390.0,390.0,390.0,0.0,0.7256410256410256,209.33333333333334,12.719999999999999,39.0,0.6666666666666666,8.525806451612901,14.56401433691756,162.63333333333333,9.086898263027294,119730.0,403.0,359.09090909090907
19,2015-08-01,390.0,264.0,219.0,0.0,67.69,3.74,0.0,47.0,12.58,4.66,14.196774193548388,5.4,344.5,True,False,False,False,False,8,3,390.0,390.0,390.0,390.0,0.0,0.676923076923077,248.0,12.72,42.333333333333336,0.6666666666666666,8.796774193548387,13.624229390681004,261.5,9.610124069478909,134355.0,403.0,359.09090909090907
20,2015-09-01,390.0,319.0,265.0,2.0,81.79,4.08,3.77,53.0,13.0,5.0,15.566666666666666,4.946666666666667,127.1,False,True,False,False,False,9,3,390.0,390.0,390.0,390.0,0.0,0.8179487179487179,288.6666666666667,12.72,46.333333333333336,0.6666666666666666,10.62,14.095340501792114,259.53333333333336,12.732735042735042,49569.0,390.0,362.72727272727275
21,2015-10-01,390.0,238.0,197.0,0.0,61.03,3.5,0.0,44.0,12.58,4.48,17.23548387096774,5.958064516129032,140.6,False,True,False,False,False,10,4,390.0,390.0,390.0,390.0,0.0,0.6102564102564103,273.6666666666667,12.719999999999999,48.0,0.6666666666666666,11.27741935483871,15.666308243727599,204.0666666666667,10.518064516129032,54834.0,390.0,366.09090909090907
22,2015-11-01,390.0,174.0,141.0,0.0,44.62,2.92,0.0,38.0,13.0,3.71,22.1,9.176666666666668,9.6,False,False,False,True,False,11,4,390.0,390.0,390.0,390.0,0.0,0.4461538461538462,243.66666666666666,12.86,45.0,0.6666666666666666,12.923333333333334,18.30071684587814,92.43333333333334,9.860000000000001,3744.0,390.0,362.72727272727275
23,2015-12-01,390.0,151.0,117.0,1.0,38.72,2.7,2.94,34.0,12.58,3.44,27.238709677419354,11.86774193548387,1.7000000000000002,False,False,False,True,False,12,4,390.0,390.0,390.0,390.0,0.0,0.3871794871794872,187.66666666666666,12.72,38.666666666666664,0.3333333333333333,15.370967741935484,22.191397849462362,50.63333333333333,10.54626964433416,663.0000000000001,390.0,326.6363636363636
24,2016-01-01,390.0,192.0,147.0,0.0,49.23,3.42,0.0,43.0,12.58,3.42,28.3483870967742,14.641935483870968,11.2,False,False,False,False,True,1,1,390.0,390.0,390.0,390.0,0.0,0.49230769230769234,172.33333333333334,12.719999999999999,38.333333333333336,0.3333333333333333,13.706451612903232,25.89569892473118,7.5,13.956129032258069,4368.0,390.0,356.75
