,Fecha,Dias Cama Disponibles,Dias Cama Ocupados,Dias de Estada,Egresos Fallecidos,Indice Ocupacional,Indice de Rotación,Letalidad,Numero de Egresos,Promedio Cama Disponibles,Promedio Días de Estada,Temperatura Máxima,Temperatura Mínima,Precipitaciones (suma),Viento_S,Viento_SW,Viento_W,Mes,Trimestre,lag_1,lag_2,lag_3,media_movil_3,variacion_disponibles,porcentaje_ocupacion,ocupados_media_movil,promedio_media_movil,egresos_media_movil,egresos_fallecidos_media_movil,Diferencia Térmica,temp_max_movil,precipitacion_movil,interaccion_ocupacion_temp,interaccion_precipitacion_disp,same_month_last_year,hist_avg_mes
12,2015-01-01,620.0,374.0,368.0,2.0,60.32,3.85,2.6,77.0,20.0,4.78,30.7,17.18064516129032,0.0,False,False,True,1,1,682.0,729.0,775.0,677.0,-62.0,0.603225806451613,327.0,22.099999999999998,69.33333333333333,2.0,13.519354838709678,27.49888888888889,8.433333333333334,18.519032258064517,0.0,719.0,708.5833333333334
13,2015-02-01,560.0,367.0,312.0,0.0,65.54,3.3,0.0,66.0,20.0,4.73,29.764285714285712,17.089285714285715,0.5,False,False,True,2,1,620.0,682.0,729.0,620.6666666666666,-60.0,0.6553571428571429,349.6666666666667,20.666666666666668,71.33333333333333,1.3333333333333333,12.674999999999997,29.12142857142857,3.0333333333333337,19.506237244897957,280.0,686.0,653.4166666666666
14,2015-03-01,775.0,363.0,359.0,1.0,46.84,2.52,1.59,63.0,25.0,5.7,28.970967741935485,15.34516129032258,1.9,False,True,False,3,1,560.0,620.0,682.0,651.6666666666666,215.0,0.46838709677419355,368.0,21.666666666666668,68.66666666666667,1.0,13.625806451612906,29.81175115207373,0.7999999999999999,13.569627471383976,1472.5,697.0,711.4545454545455
15,2015-04-01,756.0,316.0,336.0,2.0,41.8,2.7,2.94,68.0,25.2,4.94,25.043333333333333,10.986666666666668,2.9,False,True,False,4,2,775.0,560.0,620.0,697.0,-19.0,0.41798941798941797,348.6666666666667,23.400000000000002,65.66666666666667,1.0,14.056666666666665,27.92619559651818,1.7666666666666666,10.467848324514991,2192.4,750.0,727.3636363636364
16,2015-05-01,775.0,426.0,333.0,1.0,54.97,2.6,1.54,65.0,25.0,5.12,19.664516129032258,6.490322580645162,7.3,False,True,False,5,2,756.0,775.0,560.0,768.6666666666666,19.0,0.5496774193548387,368.3333333333333,25.066666666666666,65.33333333333333,1.3333333333333333,13.174193548387095,24.55960573476703,4.033333333333333,10.809140478668054,5657.5,775.0,750.3636363636364
17,2015-06-01,750.0,419.0,570.0,1.0,55.87,2.52,1.59,63.0,25.0,9.05,16.633333333333333,3.616666666666666,26.6,False,True,False,6,2,775.0,756.0,775.0,760.3333333333334,-25.0,0.5586666666666666,387.0,25.066666666666666,65.33333333333333,1.3333333333333333,13.016666666666667,20.447060931899642,12.266666666666666,9.292488888888888,19950.0,750.0,728.9090909090909
18,2015-07-01,775.0,378.0,402.0,4.0,48.77,1.96,8.16,49.0,25.0,8.2,15.003225806451614,4.806451612903226,146.20000000000002,False,True,False,7,3,750.0,775.0,756.0,766.6666666666666,25.0,0.48774193548387096,407.6666666666667,25.0,59.0,2.0,10.196774193548388,17.100358422939067,60.03333333333334,7.31770239334027,113305.00000000001,775.0,751.8181818181819
19,2015-08-01,775.0,341.0,324.0,1.0,44.0,2.52,1.59,63.0,25.0,5.14,16.441935483870967,6.83225806451613,175.8,False,True,False,8,3,775.0,750.0,775.0,766.6666666666666,0.0,0.44,379.3333333333333,25.0,58.333333333333336,2.0,9.609677419354838,16.02616487455197,116.2,7.234451612903226,136245.0,775.0,740.4545454545455
20,2015-09-01,738.0,366.0,362.0,2.0,49.59,3.01,2.7,74.0,24.6,4.89,17.953333333333333,6.613333333333333,63.4,False,True,False,9,3,775.0,775.0,750.0,762.6666666666666,-37.0,0.4959349593495935,361.6666666666667,24.866666666666664,62.0,2.3333333333333335,11.34,16.46616487455197,128.46666666666667,8.903685636856368,46789.2,750.0,706.2727272727273
21,2015-10-01,775.0,418.0,479.0,0.0,53.94,3.68,0.0,92.0,25.0,5.21,18.98709677419355,8.17741935483871,80.1,False,False,True,10,4,738.0,775.0,775.0,762.6666666666666,37.0,0.5393548387096774,375.0,24.866666666666664,76.33333333333333,1.0,10.80967741935484,17.79412186379928,106.43333333333334,10.240782518210198,62077.49999999999,775.0,719.6363636363636
