,Fecha,Dias Cama Disponibles,Dias Cama Ocupados,Dias de Estada,Egresos Fallecidos,Indice Ocupacional,Indice de Rotación,Letalidad,Numero de Egresos,Promedio Cama Disponibles,Promedio Días de Estada,Temperatura Máxima,Temperatura Mínima,Precipitaciones (suma),Viento_E,Viento_NW,Viento_S,Viento_SE,Viento_SW,Viento_W,Mes,Trimestre,lag_1,lag_2,lag_3,media_movil_3,variacion_disponibles,porcentaje_ocupacion,ocupados_media_movil,promedio_media_movil,egresos_media_movil,egresos_fallecidos_media_movil,Diferencia Térmica,temp_max_movil,precipitacion_movil,interaccion_ocupacion_temp,interaccion_precipitacion_disp,same_month_last_year,hist_avg_mes
50,2018-03-01,3378.0,2588.0,2913.0,12.0,76.61,1.42,7.74,155.0,108.97,18.79,22.59354838709677,12.680645161290323,2.6,False,False,False,False,False,True,3,1,2986.0,3314.0,3289.0,3226.0,392.0,0.7661338069863824,2575.3333333333335,107.50333333333333,151.66666666666666,12.333333333333334,9.912903225806447,22.355952380952385,1.0,17.30968123913749,8782.800000000001,3288.0,2958.090909090909
51,2018-04-01,3240.0,2637.0,2585.0,15.0,81.39,1.58,8.77,171.0,108.0,15.12,19.46333333333333,10.903333333333334,1.9,False,False,False,False,False,True,4,2,3378.0,2986.0,3314.0,3201.3333333333335,-138.0,0.8138888888888889,2547.0,107.87,160.33333333333334,11.666666666666666,8.559999999999997,21.341579621095747,1.5666666666666664,15.84099074074074,6156.0,3182.0,2856.6363636363635
52,2018-05-01,3348.0,2808.0,2229.0,18.0,83.87,1.49,11.18,161.0,108.0,13.84,18.26451612903226,9.035483870967743,36.2,False,False,True,False,False,False,5,2,3240.0,3378.0,2986.0,3322.0,108.0,0.8387096774193549,2677.6666666666665,108.32333333333334,162.33333333333334,15.0,9.229032258064516,20.107132616487455,13.566666666666668,15.31862643080125,121197.6,3324.0,2951.5454545454545
53,2018-06-01,3240.0,2936.0,3143.0,15.0,90.62,1.71,8.11,185.0,108.0,16.99,15.863333333333332,5.6,85.7,False,False,False,True,False,False,6,2,3348.0,3240.0,3378.0,3276.0,-108.0,0.9061728395061729,2793.6666666666665,108.0,172.33333333333334,16.0,10.263333333333332,17.863727598566307,41.26666666666667,14.374921810699588,277668.0,3290.0,2898.4545454545455
54,2018-07-01,3348.0,2981.0,3144.0,22.0,89.04,1.74,11.7,188.0,108.0,16.72,14.709677419354838,5.890322580645161,85.0,False,False,False,True,False,False,7,3,3240.0,3348.0,3240.0,3312.0,108.0,0.8903823178016727,2908.3333333333335,108.0,178.0,18.333333333333332,8.819354838709678,16.279175627240143,68.96666666666667,13.097236674760088,284580.0,3408.0,2990.909090909091
55,2018-08-01,3348.0,2792.0,2884.0,19.0,83.39,1.69,10.44,182.0,108.0,15.85,15.97741935483871,6.593548387096774,15.3,False,False,True,False,False,False,8,3,3348.0,3240.0,3348.0,3312.0,0.0,0.8339307048984468,2903.0,108.0,185.0,18.666666666666668,9.383870967741936,15.516810035842292,62.0,13.324060585038733,51224.4,3396.0,3020.2727272727275
56,2018-09-01,3240.0,2774.0,2301.0,16.0,85.62,1.3,11.43,140.0,108.0,16.44,18.73333333333333,8.683333333333334,17.599999999999998,False,False,False,False,True,False,9,3,3348.0,3348.0,3240.0,3312.0,-108.0,0.8561728395061728,2849.0,108.0,170.0,19.0,10.049999999999997,16.47347670250896,39.300000000000004,16.038971193415637,57023.99999999999,3273.0,2931.181818181818
57,2018-10-01,3348.0,2908.0,2908.0,21.0,86.86,1.63,11.93,176.0,108.0,16.52,19.21935483870968,9.506451612903223,6.300000000000001,False,False,False,False,False,True,10,4,3240.0,3348.0,3348.0,3312.0,108.0,0.8685782556750299,2824.6666666666665,108.0,166.0,18.666666666666668,9.712903225806457,17.976702508960575,13.066666666666668,16.693513701005898,21092.4,3301.0,2993.3636363636365
58,2018-11-01,3240.0,2882.0,2854.0,15.0,88.95,1.55,8.98,167.0,108.0,17.09,22.616666666666667,11.6,1.2,False,False,False,False,False,True,11,4,3348.0,3240.0,3348.0,3276.0,-108.0,0.8895061728395062,2854.6666666666665,108.0,161.0,17.333333333333332,11.016666666666667,20.18978494623656,8.366666666666665,20.1176646090535,3888.0,3228.0,2937.818181818182
59,2018-12-01,3348.0,2754.0,2837.0,15.0,82.26,1.58,8.77,171.0,108.0,16.59,21.770967741935483,12.929032258064517,1.1,False,False,False,False,False,True,12,4,3240.0,3348.0,3240.0,3312.0,108.0,0.8225806451612904,2848.0,108.0,171.33333333333334,17.0,8.841935483870966,21.202329749103942,2.866666666666667,17.90837669094693,3682.8,3289.0,2960.090909090909
