,Fecha,Dias Cama Disponibles,Dias Cama Ocupados,Dias de Estada,Egresos Fallecidos,Indice Ocupacional,Indice de Rotación,Letalidad,Numero de Egresos,Promedio Cama Disponibles,Promedio Días de Estada,Temperatura Máxima,Temperatura Mínima,Precipitaciones (suma),Viento_S,Viento_SE,Viento_SW,Viento_W,Mes,Trimestre,lag_1,lag_2,lag_3,media_movil_3,variacion_disponibles,porcentaje_ocupacion,ocupados_media_movil,promedio_media_movil,egresos_media_movil,egresos_fallecidos_media_movil,Diferencia Térmica,temp_max_movil,precipitacion_movil,interaccion_ocupacion_temp,interaccion_precipitacion_disp,same_month_last_year,hist_avg_mes
42,2017-07-01,3162.0,2814.0,2442.0,27.0,88.99,4.77,5.54,487.0,102.0,5.01,14.235483870967744,4.464516129032258,71.8,False,True,False,False,7,3,3060.0,3162.0,3060.0,3128.0,102.0,0.889943074003795,2550.3333333333335,102.0,487.0,23.333333333333332,9.770967741935486,14.847849462365593,96.76666666666665,12.668770276060478,227031.59999999998,3086.0,3110.090909090909
43,2017-08-01,3162.0,2476.0,2481.0,13.0,78.3,4.64,2.75,473.0,102.0,5.25,14.238709677419354,5.164516129032258,108.4,True,False,False,False,8,3,3162.0,3060.0,3162.0,3128.0,0.0,0.7830487033523087,2601.3333333333335,102.0,486.0,18.0,9.074193548387097,14.141397849462365,97.63333333333333,11.149603150313196,342760.80000000005,3071.0,3118.2727272727275
44,2017-09-01,3060.0,2328.0,2475.0,18.0,76.08,4.75,3.71,485.0,102.0,5.1,16.84,6.956666666666666,43.6,True,False,False,False,9,3,3162.0,3162.0,3060.0,3128.0,-102.0,0.7607843137254902,2539.3333333333335,102.0,481.6666666666667,19.333333333333332,9.883333333333333,15.104731182795698,74.60000000000001,12.811607843137255,133416.0,3000.0,2996.818181818182
45,2017-10-01,3156.0,2417.0,2237.0,19.0,76.58,4.79,3.89,488.0,101.81,4.58,19.21935483870968,7.848387096774194,46.2,False,False,True,False,10,4,3060.0,3162.0,3162.0,3126.0,96.0,0.7658428390367554,2407.0,101.93666666666667,482.0,16.666666666666668,11.370967741935488,16.766021505376344,66.06666666666668,14.719005274132224,145807.2,2996.0,3087.181818181818
46,2017-11-01,3060.0,2291.0,2315.0,16.0,74.87,4.51,3.48,460.0,102.0,5.03,24.49,11.256666666666666,10.6,False,False,True,False,11,4,3156.0,3060.0,3162.0,3092.0,-96.0,0.7486928104575163,2345.3333333333335,101.93666666666667,477.6666666666667,17.666666666666668,13.233333333333333,20.183118279569893,33.46666666666667,18.335486928104576,32436.0,3060.0,2950.818181818182
47,2017-12-01,3162.0,2130.0,2161.0,11.0,67.36,4.22,2.56,430.0,102.0,5.03,27.532258064516128,13.99032258064516,9.3,False,False,True,False,12,4,3060.0,3156.0,3060.0,3126.0,102.0,0.6736242884250474,2279.3333333333335,101.93666666666667,459.3333333333333,15.333333333333334,13.541935483870969,23.74720430107527,22.033333333333335,18.54639774744445,29406.600000000002,3131.0,3056.7272727272725
48,2018-01-01,3076.0,2287.0,2286.0,6.0,74.35,4.66,1.3,462.0,99.23,4.95,28.31935483870968,14.474193548387095,1.3,False,False,True,False,1,1,3162.0,3060.0,3156.0,3099.3333333333335,-86.0,0.7434980494148244,2236.0,101.07666666666667,450.6666666666667,11.0,13.845161290322583,26.780537634408603,7.066666666666666,21.055385083266916,3998.8,3133.0,2990.0833333333335
49,2018-02-01,2777.0,2175.0,1953.0,7.0,78.32,4.33,1.63,429.0,99.18,4.55,28.49642857142857,14.75357142857143,7.7,False,False,True,False,2,1,3076.0,3162.0,3060.0,3005.0,-299.0,0.7832193014043932,2197.3333333333335,100.13666666666667,440.3333333333333,8.0,13.74285714285714,28.116013824884792,6.1000000000000005,22.318952878234477,21382.9,2810.0,2734.1666666666665
50,2018-03-01,3162.0,2561.0,2447.0,17.0,80.99,5.08,3.28,518.0,102.0,4.72,26.458064516129035,12.612903225806452,10.9,False,False,True,False,3,1,2777.0,3076.0,3162.0,3005.0,385.0,0.8099304237824162,2341.0,100.13666666666667,469.6666666666667,10.0,13.845161290322583,27.75794930875576,6.633333333333333,21.429191406010897,34465.8,3119.0,3025.090909090909
51,2018-04-01,3060.0,2598.0,2485.0,11.0,84.9,4.86,2.22,496.0,102.0,5.01,22.956666666666667,10.47,4.6,False,False,True,False,4,2,3162.0,2777.0,3076.0,2999.6666666666665,-102.0,0.8490196078431372,2444.6666666666665,101.06,481.0,11.666666666666666,12.486666666666666,25.970386584741423,7.733333333333333,19.490660130718954,14075.999999999998,3060.0,2926.181818181818
52,2018-05-01,3162.0,2773.0,2491.0,11.0,87.7,4.97,2.17,507.0,102.0,4.91,19.06451612903226,8.64516129032258,26.6,True,False,False,False,5,2,3060.0,3162.0,2777.0,3128.0,102.0,0.8769765970904491,2644.0,102.0,507.0,13.0,10.41935483870968,22.82641577060932,14.033333333333333,16.71913448001469,84109.20000000001,3162.0,3032.3636363636365
53,2018-06-01,3095.0,2636.0,2835.0,18.0,85.17,4.96,3.52,512.0,103.17,5.54,14.616666666666667,4.383333333333334,64.8,False,True,False,False,6,2,3162.0,3060.0,3162.0,3105.6666666666665,-67.0,0.8516962843295638,2669.0,102.38999999999999,505.0,13.333333333333334,10.233333333333334,18.879283154121865,32.0,12.44896068928379,200556.0,3060.0,2987.181818181818
54,2018-07-01,3162.0,2649.0,2613.0,16.0,83.78,5.11,3.07,521.0,102.0,5.02,13.587096774193547,4.364516129032259,101.4,False,True,False,False,7,3,3095.0,3162.0,3060.0,3139.6666666666665,67.0,0.8377609108159393,2686.0,102.38999999999999,513.3333333333334,15.0,9.222580645161289,15.756093189964156,64.26666666666667,11.382738568892696,320626.80000000005,3162.0,3110.090909090909
