,Fecha,Dias Cama Disponibles,Dias Cama Ocupados,Dias de Estada,Egresos Fallecidos,Indice Ocupacional,Indice de Rotación,Letalidad,Numero de Egresos,Promedio Cama Disponibles,Promedio Días de Estada,Temperatura Máxima,Temperatura Mínima,Precipitaciones (suma),Viento_E,Viento_S,Viento_SE,Viento_SW,Mes,Trimestre,lag_1,lag_2,lag_3,media_movil_3,variacion_disponibles,porcentaje_ocupacion,ocupados_media_movil,promedio_media_movil,egresos_media_movil,egresos_fallecidos_media_movil,Diferencia Térmica,temp_max_movil,precipitacion_movil,interaccion_ocupacion_temp,interaccion_precipitacion_disp,same_month_last_year,hist_avg_mes
53,2018-06-01,2456.0,1645.0,1680.0,7.0,66.98,4.2,2.03,344.0,81.87,4.88,12.056666666666668,4.266666666666667,176.9,False,True,False,False,6,2,2505.0,2423.0,2509.0,2461.3333333333335,-49.0,0.6697882736156352,1477.0,81.14999999999999,324.0,5.0,7.790000000000002,13.888064516129033,162.03333333333336,8.075413952225842,434466.4,2315.0,2537.7272727272725
54,2018-07-01,2520.0,1717.0,1807.0,5.0,68.13,4.65,1.32,378.0,81.29,4.78,11.75483870967742,4.512903225806451,179.2,False,False,True,False,7,3,2456.0,2505.0,2423.0,2493.6666666666665,64.0,0.6813492063492064,1599.0,81.32333333333334,342.0,5.333333333333333,7.241935483870969,12.628566308243728,179.5333333333334,8.00915002560164,451584.0,2417.0,2644.181818181818
55,2018-08-01,2513.0,1689.0,1841.0,2.0,67.21,5.08,0.49,412.0,81.06,4.47,12.90967741935484,4.812903225806451,167.7,False,True,False,False,8,3,2520.0,2456.0,2505.0,2496.3333333333335,-7.0,0.6721050537206527,1683.6666666666667,81.40666666666668,378.0,4.666666666666667,8.096774193548388,12.240394265232977,174.60000000000002,8.67665943545178,421430.1,2420.0,2643.909090909091
56,2018-09-01,2433.0,1538.0,1203.0,2.0,63.21,4.35,0.57,353.0,81.1,3.41,13.676666666666668,6.73,267.6,False,True,False,False,9,3,2513.0,2520.0,2456.0,2488.6666666666665,-80.0,0.6321413892314015,1648.0,81.15,381.0,3.0,6.946666666666667,12.780394265232976,204.83333333333337,8.645587066721468,651070.8,2407.0,2567.5454545454545
57,2018-10-01,2506.0,1600.0,1863.0,6.0,63.85,4.63,1.6,374.0,80.84,4.98,14.983870967741936,6.693548387096774,103.2,False,False,False,True,10,4,2433.0,2513.0,2520.0,2484.0,73.0,0.6384676775738228,1609.0,81.0,379.6666666666667,3.3333333333333335,8.290322580645162,13.85673835125448,179.50000000000003,9.566717297840023,258619.2,2402.0,2692.909090909091
58,2018-11-01,2432.0,1556.0,1275.0,8.0,63.98,3.9,2.53,316.0,81.07,4.03,17.753333333333334,8.643333333333334,99.5,False,True,False,False,11,4,2506.0,2433.0,2513.0,2457.0,-74.0,0.6398026315789473,1564.6666666666667,81.00333333333333,347.6666666666667,5.333333333333333,9.11,15.471290322580648,156.7666666666667,11.358629385964912,241984.0,2323.0,2597.5454545454545
59,2018-12-01,2515.0,1464.0,1406.0,4.0,58.21,3.6,1.37,292.0,81.13,4.82,20.59354838709677,10.651612903225804,44.0,False,False,False,True,12,4,2432.0,2506.0,2433.0,2484.3333333333335,83.0,0.5821073558648111,1540.0,81.01333333333334,327.3333333333333,6.0,9.941935483870967,17.776917562724012,82.23333333333336,11.987655999486947,110660.0,2452.0,2681.2727272727275
60,2019-01-01,2513.0,1616.0,1630.0,5.0,64.31,4.05,1.52,328.0,81.06,4.97,22.35806451612904,11.00967741935484,27.6,False,False,False,True,1,1,2515.0,2432.0,2506.0,2486.6666666666665,-2.0,0.6430561082371667,1545.3333333333333,81.08666666666666,312.0,5.666666666666667,11.3483870967742,20.234982078853047,57.03333333333338,14.377489955457433,69358.8,2505.0,2580.0
61,2019-02-01,2262.0,1255.0,1280.0,6.0,55.48,3.76,1.97,304.0,80.79,4.21,22.24285714285714,12.485714285714286,3.1,False,False,False,True,2,1,2513.0,2515.0,2432.0,2430.0,-251.0,0.5548187444739169,1445.0,80.99333333333334,308.0,5.0,9.757142857142854,21.731490015360986,24.900000000000038,12.340754073512693,7012.2,2267.0,2363.75
62,2019-03-01,2512.0,1437.0,1250.0,8.0,57.21,3.85,2.56,312.0,81.03,4.01,20.3,10.332258064516129,16.5,False,True,False,False,3,1,2262.0,2513.0,2515.0,2429.0,250.0,0.5720541401273885,1436.0,80.96,314.6666666666667,6.333333333333333,9.967741935483872,21.63364055299539,15.733333333333372,11.612699044585987,41448.0,2509.0,2555.4545454545455
63,2019-04-01,2430.0,1438.0,1534.0,9.0,59.18,3.98,2.8,322.0,81.0,4.76,17.653333333333332,9.06,12.0,False,True,False,False,4,2,2512.0,2262.0,2513.0,2401.3333333333335,-82.0,0.5917695473251029,1376.6666666666667,80.94,312.6666666666667,7.666666666666667,8.593333333333332,20.065396825396824,10.533333333333372,10.446705075445816,29160.0,2423.0,2524.6363636363635
