,Fecha,Dias Cama Disponibles,Dias Cama Ocupados,Dias de Estada,Egresos Fallecidos,Indice Ocupacional,Indice de Rotación,Letalidad,Numero de Egresos,Promedio Cama Disponibles,Promedio Días de Estada,Temperatura Máxima,Temperatura Mínima,Precipitaciones (suma),Viento_E,Viento_S,Viento_SE,Viento_SW,Viento_W,Mes,Trimestre,lag_1,lag_2,lag_3,media_movil_3,variacion_disponibles,porcentaje_ocupacion,ocupados_media_movil,promedio_media_movil,egresos_media_movil,egresos_fallecidos_media_movil,Diferencia Térmica,temp_max_movil,precipitacion_movil,interaccion_ocupacion_temp,interaccion_precipitacion_disp,same_month_last_year,hist_avg_mes
12,2015-01-01,620.0,276.0,767.0,2.0,44.52,2.95,3.39,59.0,20.0,13.0,23.506451612903227,11.648387096774194,1.1,False,False,False,True,False,1,1,620.0,600.0,620.0,613.3333333333334,0.0,0.44516129032258067,267.3333333333333,20.0,57.333333333333336,2.0,11.858064516129033,19.474695340501793,17.033333333333335,10.464162330905308,682.0,620.0,446.9166666666667
13,2015-02-01,560.0,226.0,191.0,0.0,40.36,2.3,0.0,46.0,20.0,4.15,23.09642857142857,11.117857142857144,4.4,False,False,False,True,False,2,1,620.0,620.0,600.0,600.0,-60.0,0.4035714285714286,248.66666666666666,20.0,54.666666666666664,1.6666666666666667,11.978571428571428,21.957949308755758,8.966666666666667,9.321058673469388,2464.0,560.0,401.0
14,2015-03-01,620.0,254.0,199.0,0.0,40.97,2.15,0.0,43.0,20.0,4.63,21.896774193548385,9.55483870967742,20.8,False,False,False,True,False,3,1,560.0,620.0,620.0,600.0,60.0,0.4096774193548387,252.0,20.0,49.333333333333336,0.6666666666666666,12.341935483870966,22.83321812596006,8.766666666666667,8.970613943808532,12896.0,620.0,448.09090909090907
15,2015-04-01,600.0,254.0,244.0,2.0,42.33,1.75,5.71,35.0,20.0,6.97,16.486666666666668,8.113333333333333,96.8,False,True,False,False,False,4,2,620.0,560.0,620.0,593.3333333333334,-20.0,0.42333333333333334,244.66666666666666,20.0,41.333333333333336,0.6666666666666666,8.373333333333335,20.493289810547875,40.666666666666664,6.979355555555556,58080.0,600.0,386.3636363636364
16,2015-05-01,620.0,169.0,269.0,0.0,27.26,1.85,0.0,37.0,20.0,7.27,13.748387096774191,7.164516129032258,189.3,False,True,False,False,False,5,2,600.0,620.0,560.0,613.3333333333334,20.0,0.2725806451612903,225.66666666666666,20.0,38.333333333333336,0.6666666666666666,6.583870967741934,17.37727598566308,102.3,3.747544224765868,117366.0,620.0,406.72727272727275
17,2015-06-01,600.0,259.0,220.0,2.0,43.17,1.95,5.13,39.0,20.0,5.64,10.673333333333334,4.78,190.2,False,False,False,True,False,6,2,620.0,600.0,620.0,606.6666666666666,-20.0,0.43166666666666664,227.33333333333334,20.0,37.0,1.3333333333333333,5.8933333333333335,13.636129032258063,158.76666666666665,4.607322222222222,114120.0,600.0,403.6363636363636
18,2015-07-01,620.0,272.0,186.0,1.0,43.87,1.6,3.13,32.0,20.0,5.81,10.32258064516129,3.8451612903225807,323.4,False,False,True,False,False,7,3,600.0,620.0,600.0,613.3333333333334,20.0,0.43870967741935485,233.33333333333334,20.0,36.0,1.0,6.477419354838709,11.581433691756272,234.29999999999998,4.528616024973985,200508.0,620.0,417.09090909090907
19,2015-08-01,620.0,306.0,334.0,1.0,49.35,1.95,2.56,39.0,20.0,8.56,11.264516129032256,4.790322580645161,267.7,False,True,False,False,False,8,3,620.0,600.0,620.0,613.3333333333334,0.0,0.4935483870967742,279.0,20.0,36.666666666666664,1.3333333333333333,6.4741935483870945,10.75347670250896,260.43333333333334,5.559583766909467,165974.0,620.0,421.27272727272725
20,2015-09-01,600.0,298.0,240.0,1.0,49.67,2.2,2.27,44.0,20.0,5.45,11.69,3.796666666666667,91.0,False,True,False,False,False,9,3,620.0,620.0,600.0,613.3333333333334,-20.0,0.49666666666666665,292.0,20.0,38.333333333333336,1.0,7.893333333333333,11.092365591397849,227.36666666666665,5.806033333333333,54600.0,600.0,409.09090909090907
21,2015-10-01,620.0,257.0,251.0,0.0,41.45,1.5,0.0,30.0,20.0,8.37,14.561290322580644,4.987096774193549,64.8,False,True,False,False,False,10,4,600.0,620.0,620.0,613.3333333333334,20.0,0.41451612903225804,287.0,20.0,37.666666666666664,0.6666666666666666,9.574193548387097,12.505268817204302,141.16666666666666,6.035889698231009,40176.0,620.0,422.72727272727275
22,2015-11-01,600.0,325.0,294.0,2.0,54.17,2.15,4.65,43.0,20.0,6.84,16.513333333333332,7.716666666666667,64.6,False,False,False,False,True,11,4,620.0,600.0,620.0,606.6666666666666,-20.0,0.5416666666666666,293.3333333333333,20.0,39.0,1.0,8.796666666666665,14.254874551971326,73.46666666666665,8.944722222222222,38760.0,600.0,409.09090909090907
23,2015-12-01,620.0,333.0,386.0,1.0,53.71,2.0,2.5,40.0,20.0,9.65,19.225806451612904,9.061290322580644,45.5,False,False,False,True,False,12,4,600.0,620.0,600.0,613.3333333333334,20.0,0.5370967741935484,305.0,20.0,37.666666666666664,1.0,10.16451612903226,16.766810035842294,58.29999999999999,10.326118626430802,28210.0,620.0,422.72727272727275
24,2016-01-01,620.0,291.0,238.0,2.0,46.94,1.5,6.67,30.0,20.0,7.93,24.270967741935483,12.0,25.5,False,False,False,True,False,1,1,620.0,600.0,620.0,613.3333333333334,0.0,0.4693548387096774,316.3333333333333,20.0,37.666666666666664,1.6666666666666667,12.270967741935483,20.00336917562724,45.199999999999996,11.391696149843913,15810.0,620.0,446.9166666666667
