,Fecha,Dias Cama Disponibles,Dias Cama Ocupados,Dias de Estada,Egresos Fallecidos,Indice Ocupacional,Indice de Rotación,Letalidad,Numero de Egresos,Promedio Cama Disponibles,Promedio Días de Estada,Temperatura Máxima,Temperatura Mínima,Precipitaciones (suma),Viento_E,Viento_NE,Viento_S,Viento_SE,Viento_SW,Viento_W,Mes,Trimestre,lag_1,lag_2,lag_3,media_movil_3,variacion_disponibles,porcentaje_ocupacion,ocupados_media_movil,promedio_media_movil,egresos_media_movil,egresos_fallecidos_media_movil,Diferencia Térmica,temp_max_movil,precipitacion_movil,interaccion_ocupacion_temp,interaccion_precipitacion_disp,same_month_last_year,hist_avg_mes
47,2017-12-01,1457.0,405.0,399.0,4.0,27.8,2.13,4.0,100.0,47.0,3.99,26.916129032258063,12.66451612903226,5.4,False,False,False,False,True,False,12,4,1410.0,1457.0,1410.0,1441.3333333333333,47.0,0.2779684282772821,522.6666666666666,47.0,103.0,3.6666666666666665,14.251612903225803,22.08336917562724,53.96666666666669,7.481834082405295,7867.8,1457.0,1426.0
48,2018-01-01,1457.0,581.0,627.0,8.0,39.88,2.51,6.78,118.0,47.0,5.31,28.703225806451613,13.951612903225806,7.3,False,False,False,False,True,False,1,1,1457.0,1410.0,1457.0,1441.3333333333333,0.0,0.3987645847632121,497.0,47.0,107.0,5.0,14.751612903225807,25.857562724014333,25.43333333333335,11.44582992007439,10636.1,1457.0,1410.5833333333333
49,2018-02-01,1316.0,446.0,455.0,5.0,33.89,2.06,5.15,97.0,47.0,4.69,29.410714285714285,14.5,13.6,False,False,False,False,True,False,2,1,1457.0,1457.0,1410.0,1410.0,-141.0,0.33890577507598785,477.3333333333333,47.0,105.0,5.666666666666667,14.910714285714285,28.343356374807986,8.766666666666685,9.967460920538429,17897.6,1316.0,1297.0
50,2018-03-01,1457.0,569.0,497.0,6.0,39.05,2.47,5.17,116.0,47.0,4.28,24.11935483870968,11.261290322580646,49.6,False,False,False,False,True,False,3,1,1316.0,1457.0,1457.0,1410.0,141.0,0.39052848318462596,532.0,47.0,110.33333333333333,6.333333333333333,12.858064516129033,27.41109831029186,23.500000000000018,9.41929506055306,72267.2,1457.0,1415.909090909091
51,2018-04-01,1410.0,566.0,591.0,4.0,40.14,2.38,3.57,112.0,47.0,5.28,18.926666666666662,8.0,73.0,False,False,True,False,False,False,4,2,1457.0,1316.0,1457.0,1394.3333333333333,-47.0,0.4014184397163121,527.0,47.0,108.33333333333333,5.0,10.926666666666662,24.152245263696873,45.40000000000001,7.597513002364065,102930.0,1410.0,1363.8181818181818
52,2018-05-01,1457.0,499.0,568.0,5.0,34.25,2.06,5.15,97.0,47.0,5.86,15.15483870967742,7.012903225806451,103.7,False,False,True,False,False,False,5,2,1410.0,1457.0,1316.0,1441.3333333333333,47.0,0.34248455730954014,544.6666666666666,47.0,108.33333333333333,5.0,8.14193548387097,19.400286738351255,75.43333333333335,5.190298226581354,151090.9,1457.0,1431.6363636363637
53,2018-06-01,1410.0,500.0,484.0,8.0,35.46,2.13,8.0,100.0,47.0,4.84,12.153333333333334,3.2066666666666666,124.4,False,False,False,True,False,False,6,2,1457.0,1410.0,1457.0,1425.6666666666667,-47.0,0.3546099290780142,521.6666666666666,47.0,103.0,5.666666666666667,8.946666666666667,15.411612903225803,100.36666666666667,4.309692671394799,175404.0,1410.0,1382.7272727272727
54,2018-07-01,1457.0,679.0,642.0,6.0,46.6,2.6,4.92,122.0,47.0,5.26,12.303225806451612,2.954838709677419,112.1,False,False,False,True,False,False,7,3,1410.0,1457.0,1410.0,1441.3333333333333,47.0,0.4660260809883322,559.3333333333334,47.0,106.33333333333333,6.333333333333333,9.348387096774193,13.20379928315412,113.40000000000002,5.733624106095158,163329.69999999998,1457.0,1428.8181818181818
55,2018-08-01,1457.0,785.0,765.0,6.0,53.88,2.89,4.41,136.0,47.0,5.63,13.709677419354838,3.870967741935484,90.8,False,False,True,False,False,False,8,3,1457.0,1410.0,1457.0,1441.3333333333333,0.0,0.5387783115991764,654.6666666666666,47.0,119.33333333333333,6.666666666666667,9.838709677419354,12.722078853046595,109.10000000000002,7.386476852569354,132295.6,1457.0,1428.8181818181818
56,2018-09-01,1410.0,630.0,634.0,5.0,44.68,2.53,4.2,119.0,47.0,5.33,16.12333333333333,6.8100000000000005,171.4,False,False,False,False,True,False,9,3,1457.0,1457.0,1410.0,1441.3333333333333,-47.0,0.44680851063829785,698.0,47.0,125.66666666666667,5.666666666666667,9.31333333333333,14.045412186379927,124.7666666666667,7.2040425531914885,241674.0,1410.0,1382.7272727272727
