,Fecha,Dias Cama Disponibles,Dias Cama Ocupados,Dias de Estada,Egresos Fallecidos,Indice Ocupacional,Indice de Rotación,Letalidad,Numero de Egresos,Promedio Cama Disponibles,Promedio Días de Estada,Temperatura Máxima,Temperatura Mínima,Precipitaciones (suma),Viento_NW,Viento_S,Viento_SE,Viento_SW,Viento_W,Mes,Trimestre,lag_1,lag_2,lag_3,media_movil_3,variacion_disponibles,porcentaje_ocupacion,ocupados_media_movil,promedio_media_movil,egresos_media_movil,egresos_fallecidos_media_movil,Diferencia Térmica,temp_max_movil,precipitacion_movil,interaccion_ocupacion_temp,interaccion_precipitacion_disp,same_month_last_year,hist_avg_mes
12,2015-01-01,341.0,84.0,55.0,0.0,24.63,1.64,0.0,18.0,11.0,3.06,17.106451612903225,8.461290322580645,79.80000000000001,False,False,False,False,True,1,1,217.0,210.0,186.0,256.0,124.0,0.24633431085043989,109.33333333333333,8.333333333333334,24.666666666666668,0.3333333333333333,8.64516129032258,14.131397849462365,151.66666666666666,4.213905969160912,27211.800000000003,209.0,286.8333333333333
13,2015-02-01,308.0,110.0,90.0,1.0,35.71,2.64,3.45,29.0,11.0,3.1,17.91785714285714,7.9678571428571425,29.2,False,False,False,False,True,2,1,341.0,217.0,210.0,288.6666666666667,-33.0,0.35714285714285715,106.0,9.666666666666666,23.666666666666668,0.6666666666666666,9.95,16.364016897081413,90.30000000000001,6.399234693877551,8993.6,212.0,267.8333333333333
14,2015-03-01,341.0,124.0,87.0,0.0,36.36,2.55,0.0,28.0,11.0,3.11,14.625806451612902,6.548387096774194,225.7,False,False,False,False,True,3,1,308.0,341.0,217.0,330.0,33.0,0.36363636363636365,106.0,11.0,25.0,0.3333333333333333,8.077419354838709,16.550038402457755,111.56666666666666,5.318475073313783,76963.7,218.0,295.0
15,2015-04-01,330.0,130.0,75.0,0.0,39.39,1.91,0.0,21.0,11.0,3.57,11.103333333333332,4.15,157.9,False,False,False,False,True,4,2,341.0,308.0,341.0,326.3333333333333,-11.0,0.3939393939393939,121.33333333333333,11.0,26.0,0.3333333333333333,6.953333333333331,14.548998975934458,137.6,4.374040404040403,52107.0,196.0,286.09090909090907
16,2015-05-01,341.0,159.0,154.0,0.0,46.63,1.27,0.0,14.0,11.0,11.0,7.619354838709677,2.6225806451612903,401.2,False,False,False,True,False,5,2,330.0,341.0,308.0,337.3333333333333,11.0,0.4662756598240469,137.66666666666666,11.0,21.0,0.0,4.9967741935483865,11.11616487455197,261.59999999999997,3.5527197048528993,136809.19999999998,177.0,292.27272727272725
17,2015-06-01,330.0,138.0,46.0,1.0,41.82,1.64,5.56,18.0,11.0,2.56,4.14,-1.0233333333333332,251.2,False,False,False,False,True,6,2,341.0,330.0,341.0,333.6666666666667,-11.0,0.41818181818181815,142.33333333333334,11.0,17.666666666666668,0.3333333333333333,5.163333333333333,7.620896057347668,270.09999999999997,1.731272727272727,82896.0,238.0,289.90909090909093
18,2015-07-01,341.0,201.0,261.0,1.0,58.94,1.91,4.76,21.0,11.0,12.43,4.12258064516129,-1.1806451612903226,291.9,False,False,False,False,True,7,3,330.0,341.0,330.0,337.3333333333333,11.0,0.5894428152492669,166.0,11.0,17.666666666666668,0.6666666666666666,5.3032258064516125,5.293978494623654,314.76666666666665,2.4300255415760095,99537.9,251.0,298.0
19,2015-08-01,341.0,130.0,55.0,0.0,38.12,2.0,0.0,22.0,11.0,2.5,4.770967741935484,-1.0193548387096774,247.0,False,False,False,True,False,8,3,341.0,330.0,341.0,337.3333333333333,0.0,0.3812316715542522,156.33333333333334,11.0,20.333333333333332,0.6666666666666666,5.790322580645162,4.3445161290322565,263.3666666666667,1.818844007189481,84227.0,252.0,294.6363636363636
20,2015-09-01,330.0,80.0,33.0,0.0,24.24,1.27,0.0,14.0,11.0,2.36,6.323333333333333,-0.8066666666666666,60.8,False,False,False,False,True,9,3,341.0,341.0,330.0,337.3333333333333,-11.0,0.24242424242424243,137.0,11.0,19.0,0.3333333333333333,7.13,5.072293906810035,199.9,1.532929292929293,20064.0,235.0,289.6363636363636
21,2015-10-01,341.0,190.0,130.0,1.0,55.72,1.82,5.0,20.0,11.0,6.5,10.609677419354838,1.4548387096774194,60.2,False,False,False,True,False,10,4,330.0,341.0,341.0,337.3333333333333,11.0,0.5571847507331378,133.33333333333334,11.0,18.666666666666668,0.3333333333333333,9.154838709677419,7.234659498207885,122.66666666666669,5.911550468262226,20528.2,186.0,292.09090909090907
22,2015-11-01,330.0,80.0,57.0,1.0,24.24,1.27,7.14,14.0,11.0,4.07,13.406666666666666,4.066666666666666,125.3,False,False,False,False,True,11,4,341.0,330.0,341.0,333.6666666666667,-11.0,0.24242424242424243,116.66666666666667,11.0,16.0,0.6666666666666666,9.34,10.113225806451611,82.10000000000002,3.25010101010101,41349.0,210.0,288.3636363636364
23,2015-12-01,341.0,60.0,29.0,0.0,17.6,0.91,0.0,10.0,11.0,2.9,14.806451612903226,6.870967741935484,179.9,False,False,False,False,True,12,4,330.0,341.0,330.0,337.3333333333333,11.0,0.17595307917888564,110.0,11.0,14.666666666666666,0.6666666666666666,7.935483870967742,12.940931899641576,121.80000000000001,2.6052407530035,61345.9,217.0,294.90909090909093
