,Fecha,Dias Cama Disponibles,Dias Cama Ocupados,Dias de Estada,Egresos Fallecidos,Indice Ocupacional,Indice de Rotación,Letalidad,Numero de Egresos,Promedio Cama Disponibles,Promedio Días de Estada,Temperatura Máxima,Temperatura Mínima,Precipitaciones (suma),Viento_E,Viento_NW,Viento_S,Viento_SE,Viento_SW,Viento_W,Mes,Trimestre,lag_1,lag_2,lag_3,media_movil_3,variacion_disponibles,porcentaje_ocupacion,ocupados_media_movil,promedio_media_movil,egresos_media_movil,egresos_fallecidos_media_movil,Diferencia Térmica,temp_max_movil,precipitacion_movil,interaccion_ocupacion_temp,interaccion_precipitacion_disp,same_month_last_year,hist_avg_mes
55,2018-08-01,4843.0,3964.0,4253.0,17.0,81.85,4.01,2.72,626.0,156.23,6.79,15.97741935483871,6.593548387096774,15.3,False,False,True,False,False,False,8,3,4840.0,4680.0,4837.0,4787.666666666667,3.0,0.8185009291761305,4053.0,156.12,637.0,25.666666666666668,9.383870967741936,15.516810035842292,62.0,13.077532587772176,74097.90000000001,4837.0,4682.545454545455
56,2018-09-01,4680.0,3846.0,3640.0,28.0,82.18,4.04,4.44,630.0,156.0,5.78,18.73333333333333,8.683333333333334,17.599999999999998,False,False,False,False,True,False,9,3,4843.0,4840.0,4680.0,4787.666666666667,-163.0,0.8217948717948718,3981.0,156.12,634.0,26.333333333333332,10.049999999999997,16.47347670250896,39.300000000000004,15.394957264957263,82367.99999999999,4689.0,4547.545454545455
57,2018-10-01,4837.0,3852.0,3972.0,28.0,79.64,4.29,4.19,669.0,156.03,5.94,19.21935483870968,9.506451612903223,6.300000000000001,False,False,False,False,False,True,10,4,4680.0,4843.0,4840.0,4786.666666666667,157.0,0.7963613810212942,3887.3333333333335,156.08666666666667,641.6666666666666,24.333333333333332,9.712903225806457,17.976702508960575,13.066666666666668,15.305551961693133,30473.100000000002,4867.0,4674.636363636364
58,2018-11-01,4680.0,3828.0,3796.0,19.0,81.79,3.81,3.2,594.0,156.0,6.39,22.616666666666667,11.6,1.2,False,False,False,False,False,True,11,4,4837.0,4680.0,4843.0,4732.333333333333,-157.0,0.8179487179487179,3842.0,156.01,631.0,25.0,11.016666666666667,20.18978494623656,8.366666666666665,18.499273504273503,5616.0,4758.0,4537.727272727273
59,2018-12-01,4836.0,3930.0,4051.0,19.0,81.27,3.74,3.26,583.0,156.0,6.95,21.770967741935483,12.929032258064517,1.1,False,False,False,False,False,True,12,4,4680.0,4837.0,4680.0,4784.333333333333,156.0,0.8126550868486352,3870.0,156.01,615.3333333333334,22.0,8.841935483870966,21.202329749103942,2.866666666666667,17.692287681101416,5319.6,4866.0,4715.727272727273
60,2019-01-01,4849.0,3951.0,3886.0,17.0,81.48,3.64,2.98,570.0,156.42,6.82,22.12258064516129,13.396774193548389,0.1,False,False,False,False,False,True,1,1,4836.0,4680.0,4837.0,4788.333333333333,13.0,0.8148071767374716,3903.0,156.14000000000001,582.3333333333334,18.333333333333332,8.7258064516129,22.170071684587814,0.7999999999999999,18.0256374776309,484.90000000000003,4866.0,4732.916666666667
61,2019-02-01,4369.0,3575.0,3506.0,24.0,81.83,3.65,4.21,570.0,156.04,6.15,22.42142857142857,14.271428571428572,0.2,False,False,False,False,False,True,2,1,4849.0,4836.0,4680.0,4684.666666666667,-480.0,0.8182650492103456,3818.6666666666665,156.1533333333333,574.3333333333334,20.0,8.149999999999999,22.104992319508444,0.46666666666666673,18.346671353366247,873.8000000000001,4368.0,4308.166666666667
62,2019-03-01,4836.0,3914.0,3999.0,22.0,80.93,4.2,3.36,655.0,156.0,6.11,21.48064516129032,12.087096774193547,5.9,False,False,False,False,False,True,3,1,4369.0,4849.0,4836.0,4684.666666666667,467.0,0.8093465674110836,3813.3333333333335,156.1533333333333,598.3333333333334,21.0,9.393548387096772,22.00821812596006,2.066666666666667,17.38528642706582,28532.4,4829.0,4739.636363636364
63,2019-04-01,4679.0,3884.0,3966.0,21.0,83.01,4.01,3.35,626.0,155.97,6.34,19.81,10.83,3.8,False,False,False,False,False,True,4,2,4836.0,4369.0,4849.0,4628.0,-157.0,0.8300918999786279,3791.0,156.00333333333333,617.0,22.333333333333332,8.979999999999999,21.237357910906294,3.3000000000000003,16.444120538576616,17780.2,4680.0,4578.545454545455
64,2019-05-01,4836.0,3897.0,3966.0,28.0,80.58,3.99,4.49,623.0,156.0,6.37,17.81935483870968,8.458064516129031,13.5,False,False,True,False,False,False,5,2,4679.0,4836.0,4369.0,4783.666666666667,157.0,0.8058312655086849,3898.3333333333335,155.99,634.6666666666666,23.666666666666668,9.361290322580647,19.70333333333333,7.733333333333333,14.359393260225728,65286.0,4837.0,4715.909090909091
