,Fecha,Dias Cama Disponibles,Dias Cama Ocupados,Dias de Estada,Egresos Fallecidos,Indice Ocupacional,Indice de Rotación,Letalidad,Numero de Egresos,Promedio Cama Disponibles,Promedio Días de Estada,Temperatura Máxima,Temperatura Mínima,Precipitaciones (suma),Viento_NW,Viento_S,Viento_SE,Viento_SW,Viento_W,Mes,Trimestre,lag_1,lag_2,lag_3,media_movil_3,variacion_disponibles,porcentaje_ocupacion,ocupados_media_movil,promedio_media_movil,egresos_media_movil,egresos_fallecidos_media_movil,Diferencia Térmica,temp_max_movil,precipitacion_movil,interaccion_ocupacion_temp,interaccion_precipitacion_disp,same_month_last_year,hist_avg_mes
34,2016-11-01,7870.0,6585.0,5883.0,31.0,83.67,3.4,3.47,893.0,262.33,6.59,20.32333333333333,11.183333333333334,3.9,False,False,False,False,True,11,4,8503.0,8313.0,8525.0,8228.666666666666,-633.0,0.8367217280813215,6971.0,271.24,1008.3333333333334,33.666666666666664,9.139999999999997,18.96648745519713,4.066666666666662,17.00497458703939,30693.0,7277.0,8847.363636363636
35,2016-12-01,8730.0,7147.0,7303.0,37.0,81.87,4.37,3.0,1232.0,281.61,5.93,20.851612903225806,11.83548387096774,3.1,False,False,False,False,True,12,4,7870.0,8503.0,8313.0,8367.666666666666,860.0,0.8186712485681558,7015.0,272.74333333333334,1073.3333333333333,33.666666666666664,9.016129032258066,20.030358422939067,5.099999999999995,17.070615970143738,27063.0,8225.0,9199.454545454546
36,2017-01-01,8743.0,7078.0,6852.0,37.0,80.96,4.07,3.22,1149.0,282.03,5.96,18.91290322580645,10.912903225806453,0.1,True,False,False,False,False,1,1,8730.0,7870.0,8503.0,8447.666666666666,13.0,0.8095619352624958,6936.666666666667,275.3233333333333,1091.3333333333333,35.0,7.9999999999999964,20.02928315412186,2.366666666666662,15.311166536916168,874.3000000000001,8307.0,9219.75
37,2017-02-01,7910.0,6678.0,6189.0,23.0,84.42,3.81,2.14,1077.0,282.5,5.75,19.071428571428573,11.353571428571428,0.4,True,False,False,False,False,2,1,8743.0,8730.0,7870.0,8461.0,-833.0,0.8442477876106195,6967.666666666667,282.0466666666667,1152.6666666666667,32.333333333333336,7.717857142857145,19.611981566820273,1.1999999999999953,16.10101137800253,3164.0,7782.0,8450.833333333334
38,2017-03-01,8867.0,7058.0,6875.0,27.0,79.6,3.93,2.4,1125.0,286.03,6.11,17.73225806451613,10.029032258064516,0.4,True,False,False,False,False,3,1,7910.0,8743.0,8730.0,8506.666666666666,957.0,0.7959851133416037,6938.0,283.52,1117.0,29.0,7.703225806451615,18.572196620583714,0.29999999999999527,14.11461344528644,3546.8,8263.0,9121.09090909091
39,2017-04-01,8180.0,6877.0,6373.0,38.0,84.07,3.87,3.61,1054.0,272.67,6.05,16.220000000000002,8.09,0.0,False,False,False,False,True,4,2,8867.0,7910.0,8743.0,8319.0,-687.0,0.8407090464547677,6871.0,280.4,1085.3333333333333,29.333333333333332,8.130000000000003,17.674562211981566,0.26666666666666194,13.636300733496334,0.0,8161.0,8770.90909090909
40,2017-05-01,8485.0,7367.0,7442.0,33.0,86.82,4.1,2.94,1122.0,273.71,6.63,11.98709677419355,5.583870967741936,126.2,False,False,False,False,True,5,2,8180.0,8867.0,7910.0,8510.666666666666,305.0,0.8682380671773718,7100.666666666667,277.47,1100.3333333333333,32.666666666666664,6.403225806451614,15.313118279569894,42.199999999999996,10.407653734293916,1070807.0,8365.0,8923.181818181818
41,2017-06-01,8309.0,7212.0,6681.0,43.0,86.8,3.96,3.92,1097.0,276.97,6.09,11.15,4.1433333333333335,62.3,False,True,False,False,False,6,2,8485.0,8180.0,8867.0,8324.666666666666,-176.0,0.8679744854976531,7152.0,274.45000000000005,1091.0,38.0,7.006666666666667,13.119032258064516,62.833333333333336,9.677915513298833,517650.69999999995,8017.0,8860.272727272728
42,2017-07-01,8352.0,7522.0,7015.0,36.0,90.06,4.07,3.28,1096.0,269.42,6.4,10.174193548387096,3.641935483870968,1.5,False,False,False,True,False,7,3,8309.0,8485.0,8180.0,8382.0,43.0,0.9006226053639846,7367.0,273.3666666666667,1105.0,37.333333333333336,6.532258064516128,11.103763440860215,63.333333333333336,9.16310870102583,12528.0,8245.0,9123.363636363636
43,2017-08-01,8474.0,7533.0,6907.0,44.0,88.9,4.09,3.93,1119.0,273.35,6.17,11.070967741935483,3.290322580645161,13.4,False,False,False,False,True,8,3,8352.0,8309.0,8485.0,8378.333333333334,122.0,0.8889544489025254,7422.333333333333,273.2466666666667,1104.0,41.0,7.780645161290322,10.798387096774192,25.73333333333333,9.841586027849894,113551.6,8525.0,9124.0
44,2017-09-01,8580.0,7077.0,6685.0,33.0,82.48,3.61,3.19,1033.0,286.0,6.47,12.363333333333332,4.326666666666667,1.5,False,False,False,False,True,9,3,8474.0,8352.0,8309.0,8468.666666666666,106.0,0.8248251748251748,7377.333333333333,276.25666666666666,1082.6666666666667,37.666666666666664,8.036666666666665,11.202831541218636,5.4666666666666615,10.197588578088576,12870.0,8313.0,8946.454545454546
45,2017-10-01,8655.0,7737.0,7105.0,29.0,89.39,4.09,2.54,1141.0,279.19,6.23,14.390322580645162,5.416129032258064,0.1,False,False,False,False,True,10,4,8580.0,8474.0,8352.0,8569.666666666666,75.0,0.8939341421143847,7449.0,279.5133333333333,1097.6666666666667,35.333333333333336,8.974193548387097,12.608207885304658,4.999999999999996,12.86400067087829,865.5,8503.0,9224.90909090909
46,2017-11-01,8463.0,7316.0,6533.0,28.0,86.45,3.57,2.78,1006.0,282.1,6.49,15.273333333333332,7.183333333333334,0.3,True,False,False,False,False,11,4,8655.0,8580.0,8474.0,8566.0,-192.0,0.8644688644688645,7376.666666666667,282.43,1060.0,30.0,8.089999999999998,14.008996415770605,0.6333333333333285,13.203321123321123,2538.9,7870.0,8847.363636363636
47,2017-12-01,8686.0,7230.0,7569.0,46.0,83.24,3.97,4.14,1112.0,280.19,6.81,16.04193548387097,8.422580645161291,0.0,True,False,False,False,False,12,4,8463.0,8655.0,8580.0,8601.333333333334,223.0,0.8323739350679255,7427.666666666667,280.49333333333334,1086.3333333333333,34.333333333333336,7.619354838709677,15.235197132616486,0.1333333333333286,13.352888964815463,0.0,8730.0,9199.454545454546
48,2018-01-01,8800.0,7660.0,6609.0,24.0,87.05,3.65,2.32,1036.0,283.87,6.38,17.467741935483872,10.109677419354838,0.1,True,False,False,False,False,1,1,8686.0,8463.0,8655.0,8649.666666666666,114.0,0.8704545454545455,7402.0,282.05333333333334,1051.3333333333333,32.666666666666664,7.3580645161290334,16.26100358422939,0.1333333333333286,15.204875366568917,880.0,8743.0,9219.75
49,2018-02-01,7966.0,6778.0,6651.0,16.0,85.09,3.3,1.71,938.0,284.5,7.09,17.725,10.303571428571429,0.1,True,False,False,False,False,2,1,8800.0,8686.0,8463.0,8484.0,-834.0,0.8508661812703991,7222.666666666667,282.8533333333333,1028.6666666666667,28.666666666666668,7.421428571428573,17.078225806451613,0.06666666666666193,15.081603063017827,796.6,7910.0,8450.833333333334
50,2018-03-01,8782.0,7496.0,6643.0,34.0,85.36,3.85,3.12,1091.0,283.29,6.09,16.64516129032258,8.780645161290321,0.0,True,False,False,False,False,3,1,7966.0,8800.0,8686.0,8516.0,816.0,0.8535641084035527,7311.333333333333,283.8866666666667,1021.6666666666666,24.666666666666668,7.864516129032259,17.279301075268815,0.06666666666666193,14.207712256007522,0.0,8867.0,9121.09090909091
