,Fecha,Dias Cama Disponibles,Dias Cama Ocupados,Dias de Estada,Egresos Fallecidos,Indice Ocupacional,Indice de Rotación,Letalidad,Numero de Egresos,Promedio Cama Disponibles,Promedio Días de Estada,Temperatura Máxima,Temperatura Mínima,Precipitaciones (suma),Viento_E,Viento_NW,Viento_S,Viento_SE,Viento_SW,Viento_W,Mes,Trimestre,lag_1,lag_2,lag_3,media_movil_3,variacion_disponibles,porcentaje_ocupacion,ocupados_media_movil,promedio_media_movil,egresos_media_movil,egresos_fallecidos_media_movil,Diferencia Térmica,temp_max_movil,precipitacion_movil,interaccion_ocupacion_temp,interaccion_precipitacion_disp,same_month_last_year,hist_avg_mes
21,2015-10-01,961.0,664.0,674.0,5.0,69.09,4.39,3.68,136.0,31.0,4.96,16.677419354838708,10.235483870967744,57.8,False,False,False,False,True,False,10,4,960.0,992.0,992.0,971.0,1.0,0.6909469302809573,674.3333333333334,31.666666666666668,142.0,3.3333333333333335,6.441935483870964,16.27078853046595,77.96666666666665,11.52321170823403,55545.799999999996,992.0,882.6363636363636
22,2015-11-01,960.0,631.0,568.0,1.0,65.73,3.25,0.96,104.0,32.0,5.46,19.226666666666667,11.833333333333334,8.3,False,False,False,False,True,False,11,4,961.0,960.0,992.0,960.3333333333334,-1.0,0.6572916666666667,662.3333333333334,31.666666666666668,129.66666666666666,3.3333333333333335,7.393333333333333,17.462473118279572,37.86666666666667,12.637527777777779,7968.000000000001,960.0,841.2727272727273
23,2015-12-01,992.0,530.0,615.0,10.0,53.43,4.66,6.71,149.0,32.0,4.13,21.490322580645163,13.970967741935484,0.0,False,False,False,False,True,False,12,4,960.0,961.0,960.0,971.0,32.0,0.5342741935483871,608.3333333333334,31.666666666666668,129.66666666666666,5.333333333333333,7.519354838709679,19.13146953405018,22.03333333333333,11.481724765868888,0.0,992.0,832.1818181818181
24,2016-01-01,961.0,569.0,654.0,5.0,59.21,4.42,3.65,137.0,31.0,4.77,23.177419354838708,16.24838709677419,2.0,False,False,False,False,True,False,1,1,992.0,960.0,961.0,971.0,-31.0,0.5920915712799167,576.6666666666666,31.666666666666668,130.0,5.333333333333333,6.929032258064517,21.298136200716847,3.4333333333333336,13.723154644020005,1922.0,992.0,885.1666666666666
25,2016-02-01,899.0,584.0,563.0,3.0,64.96,5.03,1.92,156.0,31.0,3.61,23.035714285714285,15.785714285714286,0.0,False,False,False,False,True,False,2,1,961.0,992.0,960.0,950.6666666666666,-62.0,0.6496106785317018,561.0,31.333333333333332,147.33333333333334,6.0,7.249999999999998,22.56781874039939,0.6666666666666666,14.964245987605274,0.0,896.0,811.3333333333334
26,2016-03-01,961.0,607.0,572.0,3.0,63.16,4.19,2.31,130.0,31.0,4.4,21.983870967741936,15.106451612903228,0.0,False,False,False,False,True,False,3,1,899.0,961.0,992.0,940.3333333333334,62.0,0.631633714880333,586.6666666666666,31.0,141.0,3.6666666666666665,6.8774193548387075,22.73233486943164,0.6666666666666666,13.885754086804742,0.0,992.0,894.4545454545455
27,2016-04-01,930.0,598.0,613.0,3.0,64.3,4.32,2.24,134.0,31.0,4.57,18.58,12.67,92.6,False,False,False,False,True,False,4,2,961.0,899.0,961.0,930.0,-31.0,0.6430107526881721,596.3333333333334,31.0,140.0,3.0,5.909999999999998,21.199861751152074,30.866666666666664,11.947139784946236,86118.0,960.0,844.9090909090909
28,2016-05-01,961.0,655.0,650.0,2.0,68.16,4.39,1.47,136.0,31.0,4.78,17.432258064516127,11.422580645161291,19.8,False,False,False,False,True,False,5,2,930.0,961.0,899.0,950.6666666666666,31.0,0.6815816857440167,620.0,31.0,133.33333333333334,2.6666666666666665,6.009677419354835,19.332043010752688,37.46666666666666,11.881507837937631,19027.8,992.0,888.1818181818181
29,2016-06-01,930.0,694.0,700.0,2.0,74.62,4.29,1.5,133.0,31.0,5.26,15.49,8.12,45.0,False,False,True,False,False,False,6,2,961.0,930.0,961.0,940.3333333333334,-31.0,0.7462365591397849,649.0,31.0,134.33333333333334,2.3333333333333335,7.370000000000001,17.16741935483871,52.46666666666666,11.559204301075269,41850.0,960.0,855.9090909090909
30,2016-07-01,961.0,711.0,606.0,3.0,73.99,3.71,2.61,115.0,31.0,5.27,14.87741935483871,8.190322580645162,102.2,False,False,False,False,True,False,7,3,930.0,961.0,930.0,950.6666666666666,31.0,0.7398543184183143,686.6666666666666,31.0,128.0,2.3333333333333335,6.687096774193547,15.933225806451611,55.666666666666664,11.00712295659763,98214.2,992.0,874.0909090909091
31,2016-08-01,961.0,643.0,758.0,6.0,66.91,4.16,4.65,129.0,31.0,5.88,16.33225806451613,8.751612903225807,1.1,False,False,False,False,True,False,8,3,961.0,930.0,961.0,950.6666666666666,0.0,0.6690946930280958,682.6666666666666,31.0,125.66666666666667,3.6666666666666665,7.580645161290322,15.566559139784948,49.43333333333333,10.92782719613306,1057.1000000000001,992.0,880.0
32,2016-09-01,930.0,643.0,692.0,2.0,69.14,3.61,1.79,112.0,31.0,6.18,17.68,9.386666666666668,1.7,False,False,False,False,True,False,9,3,961.0,961.0,930.0,950.6666666666666,-31.0,0.6913978494623656,665.6666666666666,31.0,118.66666666666667,3.6666666666666665,8.293333333333331,16.296559139784947,35.0,12.223913978494624,1581.0,960.0,843.2727272727273
33,2016-10-01,961.0,645.0,599.0,3.0,67.12,3.48,2.78,108.0,31.0,5.55,18.79032258064516,11.274193548387096,19.4,False,False,False,False,True,False,10,4,930.0,961.0,961.0,950.6666666666666,31.0,0.6711758584807492,643.6666666666666,31.0,116.33333333333333,3.6666666666666665,7.516129032258064,17.60086021505376,7.3999999999999995,12.611610889194722,18643.399999999998,961.0,882.6363636363636
34,2016-11-01,930.0,625.0,606.0,4.0,67.2,3.1,4.17,96.0,31.0,6.31,21.686666666666667,13.543333333333331,0.2,False,False,False,False,True,False,11,4,961.0,930.0,961.0,940.3333333333334,-31.0,0.6720430107526881,637.6666666666666,31.0,105.33333333333333,3.0,8.143333333333336,19.385663082437276,7.099999999999999,14.574372759856631,186.0,960.0,841.2727272727273
35,2016-12-01,961.0,592.0,565.0,6.0,61.6,2.97,6.52,92.0,31.0,6.14,21.861290322580647,14.341935483870968,19.5,False,False,False,False,True,False,12,4,930.0,961.0,930.0,950.6666666666666,31.0,0.6160249739854319,620.6666666666666,31.0,98.66666666666667,4.333333333333333,7.519354838709679,20.77942652329749,13.033333333333331,13.467100802255716,18739.5,992.0,832.1818181818181
36,2017-01-01,961.0,675.0,660.0,1.0,70.24,3.87,0.83,120.0,31.0,5.5,24.80967741935484,15.158064516129032,0.0,False,False,False,False,False,True,1,1,961.0,930.0,961.0,950.6666666666666,0.0,0.7023933402705516,630.6666666666666,31.0,102.66666666666667,3.6666666666666665,9.651612903225809,22.78587813620072,6.566666666666666,17.426152193615525,0.0,961.0,885.1666666666666
37,2017-02-01,868.0,617.0,704.0,8.0,71.08,3.71,6.96,115.0,31.0,6.12,22.964285714285715,15.089285714285714,0.4,False,False,False,False,False,True,2,1,961.0,961.0,930.0,930.0,-93.0,0.7108294930875576,628.0,31.0,109.0,5.0,7.875000000000002,23.21175115207373,6.633333333333333,16.323691573403554,347.20000000000005,899.0,811.3333333333334
