,Fecha,Dias Cama Disponibles,Dias Cama Ocupados,Dias de Estada,Egresos Fallecidos,Indice Ocupacional,Indice de Rotación,Letalidad,Numero de Egresos,Promedio Cama Disponibles,Promedio Días de Estada,Temperatura Máxima,Temperatura Mínima,Precipitaciones (suma),Viento_E,Viento_NW,Viento_S,Viento_SE,Viento_SW,Viento_W,Mes,Trimestre,lag_1,lag_2,lag_3,media_movil_3,variacion_disponibles,porcentaje_ocupacion,ocupados_media_movil,promedio_media_movil,egresos_media_movil,egresos_fallecidos_media_movil,Diferencia Térmica,temp_max_movil,precipitacion_movil,interaccion_ocupacion_temp,interaccion_precipitacion_disp,same_month_last_year,hist_avg_mes
12,2015-01-01,2015.0,1280.0,1415.0,0.0,63.52,0.72,0.0,47.0,65.0,30.11,22.32903225806452,15.47741935483871,0.0,False,False,False,False,True,False,1,1,2015.0,1950.0,2015.0,1993.3333333333333,0.0,0.6352357320099256,1288.3333333333333,65.0,44.333333333333336,0.3333333333333333,6.851612903225808,20.686379928315414,1.5666666666666664,14.184199151524856,0.0,2015.0,1863.3333333333333
13,2015-02-01,1820.0,1307.0,1347.0,0.0,71.81,0.71,0.0,46.0,65.0,29.28,22.103571428571428,15.303571428571429,1.1,False,False,False,False,True,False,2,1,2015.0,2015.0,1950.0,1950.0,-195.0,0.7181318681318681,1271.6666666666667,65.0,44.333333333333336,0.3333333333333333,6.799999999999999,21.67645929339478,0.4000000000000001,15.873279042386185,2002.0000000000002,1820.0,1721.25
14,2015-03-01,2015.0,1447.0,1314.0,0.0,71.81,0.74,0.0,48.0,65.0,27.38,22.625806451612902,15.638709677419357,4.9,False,False,False,False,True,False,3,1,1820.0,2015.0,2015.0,1950.0,195.0,0.7181141439205956,1344.6666666666667,65.0,47.0,0.0,6.987096774193546,22.352803379416287,2.0,16.247911630513087,9873.5,2015.0,1942.090909090909
15,2015-04-01,1950.0,1302.0,1397.0,0.0,66.77,0.71,0.0,46.0,65.0,30.37,20.66333333333333,13.136666666666668,0.0,False,False,False,False,True,False,4,2,2015.0,1820.0,2015.0,1928.3333333333333,-65.0,0.6676923076923077,1352.0,65.0,46.666666666666664,0.0,7.526666666666662,21.797570404505887,2.0,13.796748717948716,0.0,1950.0,1878.090909090909
16,2015-05-01,2015.0,1378.0,1153.0,0.0,68.39,0.6,0.0,39.0,65.0,29.56,18.038709677419355,10.30967741935484,1.9,False,False,False,False,True,False,5,2,1950.0,2015.0,1820.0,1993.3333333333333,65.0,0.6838709677419355,1375.6666666666667,65.0,44.333333333333336,0.0,7.729032258064516,20.442616487455197,2.266666666666667,12.33614984391259,3828.5,2015.0,1925.1818181818182
17,2015-06-01,1950.0,1435.0,1013.0,0.0,73.59,0.45,0.0,29.0,65.0,34.93,17.006666666666668,8.143333333333334,1.3,False,False,True,False,False,False,6,2,2015.0,1950.0,2015.0,1971.6666666666667,-65.0,0.735897435897436,1371.6666666666667,65.0,38.0,0.0,8.863333333333333,18.569569892473115,1.0666666666666667,12.515162393162395,2535.0,1950.0,1838.0
18,2015-07-01,2015.0,1466.0,1711.0,0.0,72.75,0.94,0.0,61.0,65.0,28.05,15.05483870967742,7.712903225806452,61.8,False,False,False,False,True,False,7,3,1950.0,2015.0,1950.0,1993.3333333333333,65.0,0.7275434243176179,1426.3333333333333,65.0,43.0,0.0,7.341935483870968,16.700071684587815,21.666666666666668,10.953048907388137,124527.0,2015.0,1782.4545454545455
19,2015-08-01,2015.0,1567.0,1074.0,0.0,77.77,0.62,0.0,40.0,65.0,26.85,15.651612903225804,9.451612903225806,128.6,False,False,False,False,True,False,8,3,2015.0,1950.0,2015.0,1993.3333333333333,0.0,0.777667493796526,1489.3333333333333,65.0,43.333333333333336,0.0,6.1999999999999975,15.904372759856628,63.9,12.171750580324979,259129.0,2015.0,1769.8181818181818
20,2015-09-01,1950.0,1278.0,1445.0,0.0,65.54,0.75,0.0,49.0,65.0,29.49,16.483333333333334,10.093333333333334,47.5,False,False,False,False,True,False,9,3,2015.0,2015.0,1950.0,1993.3333333333333,-65.0,0.6553846153846153,1437.0,65.0,50.0,0.0,6.390000000000001,15.729928315412186,79.3,10.802923076923078,92625.0,1950.0,1694.909090909091
21,2015-10-01,2015.0,1460.0,1466.0,0.0,72.46,0.85,0.0,55.0,65.0,26.65,16.677419354838708,10.235483870967744,57.8,False,False,False,False,True,False,10,4,1950.0,2015.0,2015.0,1993.3333333333333,65.0,0.7245657568238213,1435.0,65.0,48.0,0.0,6.441935483870964,16.27078853046595,77.96666666666665,12.083886976706953,116467.0,2015.0,1765.4545454545455
22,2015-11-01,1950.0,1232.0,1031.0,0.0,63.18,0.63,0.0,41.0,65.0,25.15,19.226666666666667,11.833333333333334,8.3,False,False,False,False,True,False,11,4,2015.0,1950.0,2015.0,1971.6666666666667,-65.0,0.6317948717948718,1323.3333333333333,65.0,48.333333333333336,0.0,7.393333333333333,17.462473118279572,37.86666666666667,12.147309401709402,16185.000000000002,1950.0,1724.0
23,2015-12-01,2015.0,1201.0,1733.0,0.0,59.6,0.85,0.0,55.0,65.0,31.51,21.490322580645163,13.970967741935484,0.0,False,False,False,False,True,False,12,4,1950.0,2015.0,1950.0,1993.3333333333333,65.0,0.596029776674938,1297.6666666666667,65.0,50.333333333333336,0.0,7.519354838709679,19.13146953405018,22.03333333333333,12.808872168414313,0.0,2015.0,1851.3636363636363
