,Fecha,Dias Cama Disponibles,Dias Cama Ocupados,Dias de Estada,Egresos Fallecidos,Indice Ocupacional,Indice de Rotación,Letalidad,Numero de Egresos,Promedio Cama Disponibles,Promedio Días de Estada,Temperatura Máxima,Temperatura Mínima,Precipitaciones (suma),Viento_E,Viento_S,Viento_SW,Viento_W,Mes,Trimestre,lag_1,lag_2,lag_3,media_movil_3,variacion_disponibles,porcentaje_ocupacion,ocupados_media_movil,promedio_media_movil,egresos_media_movil,egresos_fallecidos_media_movil,Diferencia Térmica,temp_max_movil,precipitacion_movil,interaccion_ocupacion_temp,interaccion_precipitacion_disp,same_month_last_year,hist_avg_mes
52,2018-05-01,1037.0,469.0,450.0,2.0,45.23,4.04,1.48,135.0,33.45,3.33,12.403225806451612,6.687096774193549,144.6,False,False,True,False,5,2,1029.0,1006.0,919.0,1024.0,8.0,0.4522661523625844,502.6666666666667,33.400000000000006,148.33333333333334,2.0,5.716129032258063,14.57706093189964,124.16666666666663,5.6095592123681834,149950.19999999998,977.0,1025.909090909091
53,2018-06-01,1025.0,512.0,582.0,3.0,49.95,4.48,1.96,153.0,34.17,3.8,9.703333333333337,4.19,181.9,False,False,True,False,6,2,1037.0,1029.0,1006.0,1030.3333333333333,-12.0,0.4995121951219512,486.3333333333333,33.973333333333336,147.66666666666666,1.6666666666666667,5.513333333333336,12.257741935483871,147.0333333333333,4.846933333333335,186447.5,974.0,1001.0
54,2018-07-01,1059.0,557.0,496.0,2.0,52.6,3.75,1.56,128.0,34.16,3.88,9.993548387096777,3.364516129032258,112.1,False,False,True,False,7,3,1025.0,1037.0,1029.0,1040.3333333333333,34.0,0.5259678942398489,512.6666666666666,33.92666666666668,138.66666666666666,2.3333333333333335,6.629032258064519,10.700035842293907,146.19999999999996,5.25628560114533,118713.9,1015.0,1024.3636363636363
55,2018-08-01,1031.0,655.0,606.0,4.0,63.53,5.44,2.21,181.0,33.26,3.35,11.341935483870968,4.699999999999999,202.7,False,False,True,False,8,3,1059.0,1025.0,1037.0,1038.3333333333333,-28.0,0.635305528612997,574.6666666666666,33.86333333333334,154.0,3.0,6.641935483870968,10.346272401433692,165.56666666666663,7.205594318075153,208983.69999999998,957.0,1019.7272727272727
56,2018-09-01,971.0,533.0,486.0,4.0,54.89,4.6,2.68,149.0,32.37,3.26,12.31,5.58,195.7,False,False,False,True,9,3,1031.0,1059.0,1025.0,1020.3333333333334,-60.0,0.548918640576725,581.6666666666666,33.26333333333334,152.66666666666666,3.3333333333333335,6.73,11.215161290322582,170.16666666666663,6.757188465499485,190024.69999999998,975.0,985.0909090909091
57,2018-10-01,1082.0,652.0,678.0,3.0,60.26,5.16,1.67,180.0,34.9,3.77,13.48709677419355,5.66774193548387,170.4,False,True,False,False,10,4,971.0,1031.0,1059.0,1028.0,111.0,0.6025878003696857,613.3333333333334,33.510000000000005,170.0,3.6666666666666665,7.819354838709679,12.379677419354836,189.6,8.127159978534374,184372.80000000002,970.0,1029.7272727272727
58,2018-11-01,1075.0,521.0,569.0,2.0,48.47,3.82,1.46,137.0,35.83,4.15,15.296666666666669,7.493333333333334,176.60000000000002,False,False,True,False,11,4,1082.0,971.0,1031.0,1042.6666666666667,-7.0,0.4846511627906977,568.6666666666666,34.36666666666667,155.33333333333334,3.0,7.803333333333335,13.697921146953405,180.89999999999998,7.413547286821707,189845.00000000003,995.0,999.4545454545455
59,2018-12-01,1100.0,542.0,640.0,5.0,49.27,4.4,3.21,156.0,35.48,4.1,18.470967741935485,9.712903225806452,88.8,False,False,True,False,12,4,1075.0,1082.0,971.0,1085.6666666666667,25.0,0.49272727272727274,571.6666666666666,35.403333333333336,157.66666666666666,3.3333333333333335,8.758064516129034,15.751577060931899,145.26666666666665,9.101149560117303,97680.0,999.0,1034.6363636363637
60,2019-01-01,1111.0,598.0,553.0,5.0,53.83,4.21,3.31,151.0,35.84,3.66,17.4741935483871,8.470967741935485,57.3,False,False,False,True,1,1,1100.0,1075.0,1082.0,1095.3333333333333,11.0,0.5382538253825383,553.6666666666666,35.71666666666667,148.0,4.0,9.003225806451614,17.08060931899642,107.56666666666665,9.405551522894227,63660.299999999996,1012.0,1037.6666666666667
61,2019-02-01,987.0,549.0,545.0,2.0,55.62,4.34,1.31,153.0,35.25,3.56,21.2,10.885714285714286,21.4,False,False,True,False,2,1,1111.0,1100.0,1075.0,1066.0,-124.0,0.5562310030395137,563.0,35.52333333333334,153.33333333333334,4.0,10.314285714285713,19.048387096774196,55.83333333333331,11.79209726443769,21121.8,919.0,942.5
