,Fecha,Dias Cama Disponibles,Dias Cama Ocupados,Dias de Estada,Egresos Fallecidos,Indice Ocupacional,Indice de Rotación,Letalidad,Numero de Egresos,Promedio Cama Disponibles,Promedio Días de Estada,Temperatura Máxima,Temperatura Mínima,Precipitaciones (suma),Viento_S,Viento_SE,Viento_SW,Viento_W,Mes,Trimestre,lag_1,lag_2,lag_3,media_movil_3,variacion_disponibles,porcentaje_ocupacion,ocupados_media_movil,promedio_media_movil,egresos_media_movil,egresos_fallecidos_media_movil,Diferencia Térmica,temp_max_movil,precipitacion_movil,interaccion_ocupacion_temp,interaccion_precipitacion_disp,same_month_last_year,hist_avg_mes
12,2015-01-01,22005.0,20358.0,19996.0,108.0,92.52,3.25,4.68,2306.0,709.84,8.67,30.164516129032258,16.541935483870965,0.2,False,False,True,False,1,1,21755.0,21746.0,22651.0,21835.333333333332,250.0,0.9251533742331288,20188.666666666668,712.16,2276.6666666666665,113.33333333333333,13.622580645161293,27.016451612903225,7.233333333333333,27.90680387888383,4401.0,21236.0,22221.5
13,2015-02-01,19508.0,17889.0,17825.0,93.0,91.7,2.83,4.71,1973.0,696.71,9.03,29.02857142857143,16.107142857142858,4.9,False,False,True,False,2,1,22005.0,21755.0,21746.0,21089.333333333332,-2497.0,0.9170084068074636,19435.0,702.7733333333334,2189.3333333333335,100.66666666666667,12.92142857142857,28.615975422427038,2.766666666666667,26.619444037610943,95589.20000000001,19049.0,20142.166666666668
14,2015-03-01,22141.0,20575.0,19207.0,115.0,92.93,3.3,4.87,2359.0,714.23,8.14,28.65806451612903,15.40967741935484,3.9,False,False,True,False,3,1,19508.0,22005.0,21755.0,21218.0,2633.0,0.9292714872860305,19607.333333333332,706.9266666666667,2212.6666666666665,105.33333333333333,13.248387096774191,29.283717357910906,3.0,26.63112223564224,86349.9,21700.0,22545.090909090908
15,2015-04-01,21852.0,19538.0,20512.0,109.0,89.41,2.97,5.04,2162.0,728.4,9.49,25.876666666666665,10.826666666666666,0.1,False,False,True,False,4,2,22141.0,19508.0,22005.0,21167.0,-289.0,0.8941058026725243,19334.0,713.1133333333333,2164.6666666666665,105.66666666666667,15.049999999999999,27.854434203789044,2.966666666666667,23.13647782048935,2185.2000000000003,21314.0,21726.272727272728
16,2015-05-01,22810.0,21344.0,20084.0,121.0,93.57,3.12,5.27,2298.0,735.81,8.74,20.864516129032257,6.422580645161291,2.2,True,False,False,False,5,2,21852.0,22141.0,19508.0,22267.666666666668,958.0,0.9357299430074528,20485.666666666668,726.1466666666665,2273.0,115.0,14.441935483870967,25.133082437275984,2.066666666666667,19.523552488297433,50182.00000000001,22165.0,22535.545454545456
17,2015-06-01,21767.0,20531.0,20703.0,104.0,94.32,3.04,4.71,2206.0,725.57,9.38,18.506666666666668,3.5933333333333333,1.1,False,True,False,False,6,2,22810.0,21852.0,22141.0,22143.0,-1043.0,0.9432167960674416,20471.0,729.9266666666666,2222.0,111.33333333333333,14.913333333333334,21.749283154121866,1.1333333333333335,17.455798839221455,23943.7,21743.0,21970.545454545456
18,2015-07-01,22382.0,21205.0,20594.0,119.0,94.74,3.17,5.19,2292.0,722.0,8.99,15.480645161290322,2.812903225806452,68.7,False,True,False,False,7,3,21767.0,22810.0,21852.0,22319.666666666668,615.0,0.9474130998123492,21026.666666666668,727.7933333333334,2265.3333333333335,114.66666666666667,12.667741935483871,18.28394265232975,24.0,14.666566019353109,1537643.4000000001,22755.0,22999.636363636364
19,2015-08-01,22486.0,21216.0,21665.0,112.0,94.35,3.25,4.75,2357.0,725.35,9.19,16.316129032258065,4.932258064516129,153.4,True,False,False,False,8,3,22382.0,21767.0,22810.0,22211.666666666668,104.0,0.9435204127012363,20984.0,724.3066666666667,2285.0,111.66666666666667,11.383870967741935,16.76781362007168,74.39999999999999,15.394600798202752,3449352.4,22775.0,22949.272727272728
20,2015-09-01,21503.0,19971.0,21218.0,113.0,92.88,3.13,5.03,2245.0,716.77,9.45,18.05333333333333,5.489999999999999,99.4,True,False,False,False,9,3,22486.0,22382.0,21767.0,22123.666666666668,-983.0,0.9287541273310701,20797.333333333332,721.3733333333333,2298.0,114.66666666666667,12.563333333333333,16.61670250896057,107.16666666666667,16.767107845416916,2137398.2,21952.0,22218.909090909092
21,2015-10-01,22089.0,20637.0,19600.0,112.0,93.43,3.25,4.83,2318.0,712.55,8.46,18.274193548387096,7.267741935483872,113.0,False,False,True,False,10,4,21503.0,22486.0,22382.0,22026.0,586.0,0.934265924215673,20608.0,718.2233333333334,2306.6666666666665,112.33333333333333,11.006451612903223,17.5478853046595,121.93333333333335,17.07295632477996,2496057.0,22651.0,22926.454545454544
22,2015-11-01,21221.0,19497.0,18666.0,123.0,91.88,3.01,5.79,2126.0,707.37,8.78,21.86,9.883333333333333,38.7,False,False,True,False,11,4,22089.0,21503.0,22486.0,21604.333333333332,-868.0,0.9187597191461289,20035.0,712.23,2229.6666666666665,116.0,11.976666666666667,19.39584229390681,83.7,20.084087460534377,821252.7000000001,21746.0,21729.0
23,2015-12-01,21852.0,20022.0,21611.0,121.0,91.63,3.36,5.12,2365.0,704.9,9.14,27.86774193548387,13.396774193548389,1.1,False,False,True,False,12,4,21221.0,22089.0,21503.0,21720.666666666668,631.0,0.9162548050521692,20052.0,708.2733333333332,2269.6666666666665,118.66666666666667,14.470967741935482,22.66731182795699,50.93333333333334,25.533952454340934,24037.2,21755.0,23016.363636363636
24,2016-01-01,22207.0,20716.0,18839.0,112.0,93.29,3.11,5.02,2229.0,716.35,8.45,28.664516129032258,16.0,11.2,False,False,True,False,1,1,21852.0,21221.0,22089.0,21760.0,355.0,0.9328590084207682,20078.333333333332,709.54,2240.0,118.66666666666667,12.664516129032258,26.13075268817204,17.0,26.739952092990148,248718.4,22005.0,22221.5
25,2016-02-01,20632.0,19104.0,18226.0,109.0,92.59,3.05,5.02,2171.0,711.45,8.4,30.389285714285712,16.91785714285714,0.5,False,False,True,False,2,1,22207.0,21852.0,21221.0,21563.666666666668,-1575.0,0.9259402869329197,19947.333333333332,710.9000000000001,2255.0,114.0,13.471428571428572,28.97384792626728,4.266666666666667,28.138663933972193,10316.0,19508.0,20142.166666666668
26,2016-03-01,22429.0,20754.0,20438.0,110.0,92.53,3.16,4.81,2288.0,723.52,8.93,28.50967741935484,15.193548387096774,0.0,False,False,True,False,3,1,20632.0,22207.0,21852.0,21756.0,1797.0,0.9253198983458915,20191.333333333332,717.1066666666667,2229.3333333333335,110.33333333333333,13.316129032258067,29.18782642089094,3.9,26.38057181155158,0.0,22141.0,22545.090909090908
