,Fecha,Dias Cama Disponibles,Dias Cama Ocupados,Dias de Estada,Egresos Fallecidos,Indice Ocupacional,Indice de Rotación,Letalidad,Numero de Egresos,Promedio Cama Disponibles,Promedio Días de Estada,Temperatura Máxima,Temperatura Mínima,Precipitaciones (suma),Viento_E,Viento_NE,Viento_S,Viento_SE,Viento_SW,Viento_W,Mes,Trimestre,lag_1,lag_2,lag_3,media_movil_3,variacion_disponibles,porcentaje_ocupacion,ocupados_media_movil,promedio_media_movil,egresos_media_movil,egresos_fallecidos_media_movil,Diferencia Térmica,temp_max_movil,precipitacion_movil,interaccion_ocupacion_temp,interaccion_precipitacion_disp,same_month_last_year,hist_avg_mes
25,2016-02-01,783.0,480.0,435.0,5.0,61.3,3.48,5.32,94.0,27.0,4.63,28.228571428571428,13.867857142857144,0.9,False,False,False,False,True,False,2,1,837.0,837.0,810.0,819.0,-54.0,0.6130268199233716,484.3333333333333,27.0,91.33333333333333,3.3333333333333335,14.360714285714284,27.570814132104456,2.433333333333352,17.30487137383689,704.7,756.0,722.5833333333334
26,2016-03-01,834.0,468.0,474.0,8.0,56.12,3.75,7.92,101.0,26.9,4.69,26.93870967741936,12.006451612903223,1.7000000000000002,False,False,False,False,True,False,3,1,783.0,837.0,837.0,818.0,51.0,0.5611510791366906,482.6666666666667,26.96666666666667,96.33333333333333,5.0,14.932258064516137,27.89016897081413,2.5666666666666855,15.116686006033884,1417.8000000000002,837.0,796.0
27,2016-04-01,830.0,355.0,431.0,3.0,42.77,2.89,3.75,80.0,27.67,5.39,18.40333333333333,8.443333333333333,135.5,False,False,True,False,False,False,4,2,834.0,783.0,837.0,815.6666666666666,-4.0,0.42771084337349397,434.3333333333333,27.19,91.66666666666667,5.333333333333333,9.959999999999996,24.52353814644137,46.03333333333335,7.871305220883532,112465.0,810.0,768.9090909090909
28,2016-05-01,856.0,445.0,371.0,3.0,51.99,3.01,3.61,83.0,27.61,4.47,16.958064516129035,8.148387096774194,92.9,False,False,False,True,False,False,5,2,830.0,834.0,783.0,840.0,26.0,0.5198598130841121,422.6666666666667,27.393333333333334,88.0,4.666666666666667,8.809677419354841,20.766702508960574,76.70000000000002,8.815816249623154,79522.40000000001,835.0,801.9090909090909
29,2016-06-01,824.0,469.0,550.0,1.0,56.92,4.04,0.9,111.0,27.47,4.95,13.613333333333332,3.42,11.6,False,False,True,False,False,False,6,2,856.0,830.0,834.0,836.6666666666666,-32.0,0.5691747572815534,423.0,27.583333333333332,91.33333333333333,2.3333333333333335,10.193333333333332,16.32491039426523,80.00000000000001,7.74836569579288,9558.4,810.0,776.2727272727273
30,2016-07-01,845.0,484.0,418.0,4.0,57.28,3.82,3.85,104.0,27.26,4.02,13.064516129032258,4.83225806451613,248.7,False,False,False,True,False,False,7,3,824.0,856.0,830.0,841.6666666666666,21.0,0.5727810650887574,466.0,27.44666666666667,99.33333333333333,2.6666666666666665,8.232258064516127,14.545304659498209,117.73333333333335,7.483107463256347,210151.5,839.0,796.6363636363636
31,2016-08-01,863.0,459.0,482.0,4.0,53.19,4.02,3.57,112.0,27.84,4.3,14.95483870967742,5.45483870967742,91.5,False,False,True,False,False,False,8,3,845.0,824.0,856.0,844.0,18.0,0.5318655851680185,470.6666666666667,27.52333333333333,109.0,3.0,9.5,13.877562724014338,117.2666666666667,7.953964041415916,78964.5,837.0,802.4545454545455
32,2016-09-01,856.0,511.0,428.0,0.0,59.7,3.47,0.0,99.0,28.53,4.32,19.346666666666668,6.62,28.7,False,False,False,False,True,False,9,3,863.0,845.0,824.0,854.6666666666666,-7.0,0.5969626168224299,484.6666666666667,27.876666666666665,105.0,2.6666666666666665,12.726666666666667,15.788673835125449,122.96666666666668,11.54923676012461,24567.2,810.0,773.1818181818181
33,2016-10-01,887.0,492.0,462.0,7.0,55.47,3.04,8.05,87.0,28.61,5.31,18.90967741935484,7.896774193548388,96.9,False,False,False,False,True,False,10,4,856.0,863.0,845.0,868.6666666666666,31.0,0.5546786922209695,487.3333333333333,28.326666666666668,99.33333333333333,3.6666666666666665,11.01290322580645,17.737060931899638,72.36666666666669,10.48879514128814,85950.3,842.0,799.8181818181819
34,2016-11-01,860.0,443.0,579.0,6.0,51.51,3.17,6.59,91.0,28.67,6.36,24.396666666666665,10.48,12.3,False,False,False,False,True,False,11,4,887.0,856.0,863.0,867.6666666666666,-27.0,0.5151162790697674,482.0,28.603333333333335,92.33333333333333,4.333333333333333,13.916666666666664,20.884336917562724,45.96666666666669,12.567120155038758,10578.0,810.0,771.2727272727273
35,2016-12-01,857.0,462.0,436.0,3.0,53.91,3.83,2.83,106.0,27.65,4.11,25.81935483870968,11.912903225806453,31.6,False,False,False,False,True,False,12,4,860.0,887.0,856.0,868.0,-3.0,0.5390898483080513,465.6666666666667,28.31,94.66666666666667,5.333333333333333,13.906451612903226,23.04189964157706,46.93333333333336,13.918952083411751,27081.2,837.0,789.3636363636364
36,2017-01-01,866.0,391.0,339.0,4.0,45.15,3.01,4.76,84.0,27.94,4.04,30.94516129032258,14.838709677419354,5.3,False,False,False,False,True,False,1,1,857.0,860.0,887.0,861.0,9.0,0.4515011547344111,432.0,28.086666666666662,93.66666666666667,4.333333333333333,16.10645161290323,27.053727598566308,16.40000000000002,13.971776056023245,4589.8,837.0,793.8333333333334
37,2017-02-01,783.0,429.0,495.0,3.0,54.79,3.04,3.53,85.0,27.96,5.82,29.182142857142857,15.010714285714286,23.2,False,False,False,False,True,False,2,1,866.0,857.0,860.0,835.3333333333334,-83.0,0.5478927203065134,427.3333333333333,27.849999999999998,91.66666666666667,3.3333333333333335,14.17142857142857,28.64888632872504,20.033333333333356,15.988683634373288,18165.6,783.0,722.5833333333334
38,2017-03-01,856.0,469.0,365.0,2.0,54.79,3.37,2.15,93.0,27.61,3.92,24.896774193548385,11.774193548387096,19.7,False,False,False,False,True,False,3,1,783.0,866.0,857.0,835.0,73.0,0.5478971962616822,429.6666666666667,27.83666666666667,87.33333333333333,3.0,13.122580645161289,28.341359447004606,16.066666666666688,13.640872776605365,16863.2,834.0,796.0
